PracNo,PracticeName,Address1,Address2,Address3,Postcode,LCG,Registered_Patients
113,Dr. DUGAN & PARTNER                 ,DR DUGAN'S SURGERY,173 ANDERSTOWNSTOWN ROAD,BELFAST,BT11 9EA,Belfast,4387
114,Dr. THOMPSON & PARTNERS             ,HILLHEAD FAMILY PRACTICE,33 STEWARTSTOWN ROAD,BELFAST,BT11 9FZ,Belfast,7371
116,Dr. DORAN & PARTNERS                ,CROCUS STREET SURGERY,1 CROCUS STREET,BELFAST,BT12 7AP,Belfast,4357
132,Dr. MCGLADE & PARTNERS              ,DUNLUCE FAMILY PRACTICE,1 DUNLUCE AVENUE,BELFAST,BT9 7HR,Belfast,6124
136,Dr. HAIGNEY & PARTNERS              ,MOUNT ORIEL MEDICAL PRACTICE,KNOCKBREDA WTC,110 SAINTFIELD ROAD,BT8 6GR,Belfast,8408
140,Dr. LOGAN & PARTNERS                ,ELMWOOD MEDICAL PRACTICE,DUNLUCE HEALTH CENTRE,1 DUNLUCE AVENUE,BT9 7HR,Belfast,8946
143,Dr. SHERWOOD & PARTNERS             ,THE ROWAN TREE FAMILY PRACTICE,DUNLUCE HEALTH CENTRE,1 DUNLUCE AVENUE,BT9 7HR,Belfast,6177
145,Dr. KILLINER & PARTNERS             ,KENSINGTON GROUP PRACTICE,KENSINGTON MEDICAL CENTRE,15A DONEGALL ROAD,BT12 5JJ,Belfast,9211
146,Dr. HUGHES                          ,BALMORAL SURGERY,436 LISBURN ROAD,BELFAST,BT9 6GR,Belfast,4265
147,Dr. GRACEY & PARTNERS               ,ORMEAU PARK SURGERY,281 ORMEAU ROAD,BELFAST,BT7 3GG,Belfast,7236
148,Dr. TONER & PARTNERS                ,SOUTH EAST FAMILY PRACTICE,370/372 CREGAGH ROAD,BELFAST,BT6 9EY,Belfast,8882
151,Dr. ROWNEY & PARTNERS               ,THE IRWIN PRACTICE,FINAGHY HEALTH CENTRE,13/25 FINAGHY ROAD SOUTH,BT10 0BX,Belfast,13410
153,Dr. DIAMOND & PARTNERS              ,ORMEAU ROAD HEALTH CENTRE,120 ORMEAU ROAD,BELFAST,BT7 2EB,Belfast,9576
154,Dr. MCCAULEY & PARTNERS             ,UNIVERSITY STREET SURGERY,142 - 144 UNIVERSITY STREET,BELFAST,BT7 1HH,Belfast,5275
156,Dr. COLTON & PARTNERS               ,Dr. CHAKRAVARTY & PARTNERS,BALLYOWEN HEALTH CENTRE,179 ANDERSONSTOWN ROAD,BT11 9EA,Belfast,9237
157,Dr. MCCARTNEY & PARTNERS            ,UNIVERSITY HEALTH CENTRE QUB,ELMWOOD MANSE,"7 UNIVERSITY TERRACE, BELFAST",BT7 1NP,Belfast,11324
159,Dr. BELL & PARTNERS                 ,ARDMORE MEDICAL CENTRE,485 ORMEAU ROAD,BELFAST,BT7 3GR,Belfast,5898
164,Dr. MURDOCK & PARTNER               ,CREGAGH SURGERY,36 MONTGOMERY ROAD,BELFAST,BT6 9HL,Belfast,3772
165,Dr. MCCORMACK & PARTNERS            ,NORTH PARADE MEDICAL CENTRE,6 NORTH PARADE,BELFAST,BT7 2GG,Belfast,9214
166,Dr. CULLEN                          ,BOTANIC MEDICAL CENTRE,51 BOTANIC AVENUE,BELFAST,BT7 1JL,Belfast,4146
191,Dr. SANDS & PARTNERS                ,THE MONTALTO MEDICAL CENTRE,2 DROMORE ROAD,BALLYNAHINCH,BT24 8AY,South Eastern,9789
192,Dr. MCGILL & PARTNERS               ,KILLYLEAGH SURGERY,14 DOWNPATRICK ROAD,KILLYLEAGH,BT30 9RG,South Eastern,4832
193,Dr. GREER & PARTNERS                ,DUNDRUM AND CLOUGH SURGERY,1 CASTLEWELLAN ROAD,CLOUGH,BT30 8RD,South Eastern,11194
194,Dr. HYLAND & PARTNER                ,DR HYLAND & PARTNER,CAUSEWAY SURGERY,CAUSEWAY PLACE,BT33 0DN,South Eastern,2238
195,Dr. GILPIN & PARTNER                ,DR GILPIN'S SURGERY,CAUSEWAY SURGERY,2 CAUSEWAY PLACE,BT33 0DN,South Eastern,1905
196,Dr. MURPHY & PARTNERS               ,ARDGLASS SURGERY,THE HEALTH CENTRE,DOWNPATRICK ROAD,BT30 7SF,South Eastern,3367
198,Dr. ROSS & PARTNERS                 ,SAINTFIELD HEALTH CENTRE,FAIRVIEW,SAINTFIELD,BT24 7AD,South Eastern,9701
201,Dr. LEGGETT & PARTNERS              ,DONARD FAMILY PRACTICE,56 MAIN STREET,"NEWCASTLE, CO DOWN",BT33 0AE,South Eastern,12059
202,Dr. SMALL & PARTNERS                ,STRUELL SURGERY,2 Struell Wells Road,DOWNPATRICK,BT30 6RL,South Eastern,4147
204,Dr. BOYLE & PARTNERS                ,THE GREEN SURGERY,12 THE GREEN,IRISH STREET,BT30 6BE,South Eastern,5178
205,Dr. TRAINOR & PARTNERS              ,CROSSGAR SURGERY,JAMES STREET,"CROSSGAR, DOWNPATRICK",BT30 9JU,South Eastern,4438
206,Dr. SHEVLIN & PARTNERS              ,DOWN HC,GP & PRIMARY CARE CENTRE,"1ST FLOOR, DOWN HOSPITAL",BT30 6RL,South Eastern,5272
207,Dr. CREANEY & PARTNER               ,STREAM STREET SURGERY,40 STREAM STREET,DOWNPATRICK,BT30 6DE,South Eastern,5153
221,Dr. HALL & PARTNERS                 ,HILLSBOROUGH MEDICAL PRACTICE,HEALTH CENTRE,BALLYNAHINCH ST,BT26 6AW,South Eastern,10703
222,Dr. DEVLIN & PARTNERS               ,WOODBROOKE MEDICAL PRACTICE,STEWARTSTOWN ROAD,DUNMURRY BELFAST,BT17 0FB,South Eastern,9524
223,Dr. CUPPLES & PARTNERS              ,LISBURN CITY PRACTICE,LISBURN PCCC,LAGAN VALLEY HOSPITAL,BT28 1JP,South Eastern,5839
224,Dr. CAIRNS & PARTNERS               ,DR CAIRNS & PARTNERS,LISBURN PCCC,LAGAN VALLEY HOSPITAL,BT28 1JP,South Eastern,7635
226,Dr. UREY & PARTNERS                 ,DROMARA SURGERY,BEGNEY HILL ROAD,DROMARA,BT25 2AT,South Eastern,8491
227,Dr. O'KANE & PARTNERS               ,LINENHALL MEDICAL PRACTICE,LISBURN PCCC,LAGAN VALLEY HOSPITAL,BT28 1JP,South Eastern,12589
228,Dr. ADAMS & PARTNERS                ,LAGANVIEW MEDICAL PRACTICE,LEVEL 2 LISBURN PCCC,LAGAN VALLEY HOSPITAL & LPCCC,BT28 1JP,South Eastern,4397
229,Dr. RUDDELL & PARTNERS              ,DR RUDDELL & PARTNERS,LISBURN PCCC,LAGAN VALLEY HOSPITAL,BT28 1JP,South Eastern,9177
230,Dr. RYAN & PARTNERS                 ,DR RYAN & PARTNERS,LISBURN PCCC,LAGAN VALLEY HOSPITAL,BT28 1JP,South Eastern,5182
231,Dr. KNOX & PARTNERS                 ,DR PALMER & PARTNERS,"LEVEL 2, LISBURN PCCC",LAGAN VALLEY HOSPITAL,BT28 1JP,South Eastern,9633
232,Dr. DICK & PARTNERS                 ,THE HILL MEDICAL GROUP PRAC,192 KINGSWAY,DUNMURRY,BT17 9AL,South Eastern,8344
233,Dr. CHEUNG & PARTNERS               ,GLENAVY FAMILY PRACTICE,47 MAIN STREET,"GLENAVY, CRUMLIN",BT29 4LN,South Eastern,4547
252,Dr. GLENFIELD & PARTNERS            ,PRIORY SURGERY,26 HIGH STREET,HOLYWOOD,BT18 9AD,South Eastern,13447
253,Dr. HAYES & PARTNERS                ,REDWOOD SURGERY,THE HEALTH CENTRE,NEWTOWNARDS ROAD,BT20 4LD,South Eastern,8362
254,Dr. MARSHALL & PARTNER              ,LISBANE MEDICAL CENTRE,24 LISBARNETT ROAD,LISBANE,BT23 6AW,South Eastern,4410
255,Dr. KENNY & PARTNERS                ,"DR KENNY, MOYNIHAN & SCOTT",BANGOR HEALTH CENTRE,NEWTOWNARDS ROAD,BT20 4LD,South Eastern,5321
256,Dr. CRAIG & PARTNER                 ,ASHLEY MEDICAL CENTRE,140 GROOMSPORT ROAD,BANGOR,BT20 5PE,South Eastern,5878
257,Dr. GOLDRING & PARTNERS             ,BROOK STREET SURGERY,BROOK STREET,HOLYWOOD,BT18 9DA,South Eastern,9263
258,Dr. MANSON & PARTNERS               ,CASTLE PARK PRACTICE,BANGOR HEALTH CENTRE,NEWTOWNARDS ROAD,BT20 4LD,South Eastern,4932
259,Dr. DOYLE & PARTNERS                ,PORTAFERRY SURGERY,44 HIGH STREET,"PORTAFERRY, NEWTOWNARDS",BT22 1QT,South Eastern,6387
260,Dr. GOUGH & PARTNERS                ,CHURCH VIEW FAMILY PRACTICE,THE HEALTH CENTRE,NEWTOWNARDS ROAD,BT20 4LD,South Eastern,7532
261,Dr. NEOH & PARTNERS                 ,KILLYNETHER PRACTICE,2A FREDERICK STREET,NEWTOWNARDS,BT23 4LR,South Eastern,6097
264,Dr. KINNEAR                         ,SILVERBIRCH MEDICAL PRACTICE,39A SILVERBIRCH ROAD,BANGOR,BT19 6EU,South Eastern,2768
265,Dr. HYLAND & PARTNERS               ,THE SURGERY NEWTOWNARDS,1 CHURCH STREET,NEWTOWNARDS,BT23 4FH,South Eastern,7090
271,Dr. GREER & PARTNERS                ,OLD MILL SURGERY,CHURCH STREET,NEWTOWNARDS,BT23 4AS,South Eastern,11362
272,Dr. MCKEOWN & PARTNERS              ,THE SQUARE SURGERY,16 A THE SQUARE,COMBER,BT23 5DT,South Eastern,7109
273,Dr. WHITESIDE & PARTNERS            ,COMBER FAMILY PRACTICE,COMBER HEALTH CENTRE,5 NEWTOWNARDS ROAD,BT23 5BA,South Eastern,7800
274,Dr. MCNUTT & PARTNERS               ,BLOOMFIELD SURGERY,95 BLOOMFIELD ROAD,BANGOR,BT20 4XA,South Eastern,10293
275,Dr. WEBB & PARTNERS                 ,DR WEBB & PARTNERS,REGENCY MEDICAL CENTRE,2A FREDERICK STREET,BT23 4LR,South Eastern,5062
276,Dr. HISCOCKS & PARTNERS             ,DONAGHADEE HEALTH CENTRE,3 KILLAUGHEY ROAD,DONAGHADEE,BT21 0BU,South Eastern,9752
278,Dr. YOUNGS & PARTNERS               ,"THE SURGERY, NEWTOWNARDS",1 CHURCH STREET,NEWTOWNARDS,BT23 4FH,South Eastern,4351
280,Dr. SIMPSON & PARTNERS              ,ABBEY FAMILY PRACTICE,BANGOR HEALTH CENTRE,NEWTOWNARDS ROAD,BT20 4LD,South Eastern,5450
281,Dr. HOWE & PARTNERS                 ,CLELAND PARK SURGERY,2 CLELAND PARK,BANGOR,BT20 3EB,South Eastern,6520
282,Dr. HUGHES & PARTNERS               ,THE HEALTH CENTRE,FOWLER WAY,"BALLYWALTER, NEWTOWNARDS",BT22 2PY,South Eastern,6667
283,Dr. FERRIS & PARTNERS               ,LOUGH VIEW SURGERY,2 MAIN STREET,"KIRCUBBIN, NEWTOWNARDS",BT22 2SP,South Eastern,5759
285,Dr. GRIMSHAW & PARTNERS             ,GREEN ROAD MEDICAL CENTRE,5 GREEN ROAD,"CONLIG, NEWTOWNARDS",BT23 7PZ,South Eastern,4869
302,Dr. HUEY & PARTNERS                 ,TEMPLEPATRICK SURGERY,80 CASTLETON,TEMPLEPATRICK,BT39 0AZ,Northern,9987
303,Dr. BYRNE & PARTNERS                ,CRUMLIN MEDICAL PRACTICE,1 GLENAVY ROAD,CRUMLIN,BT29 4LA,Northern,8519
304,Dr. BUTLER & PARTNERS               ,MAINE MEDICAL AHOGHILL,THE OLD MEETING HOUSE,2 STRAID RD,BT42 2PB,Northern,5361
305,Dr. DICK & PARTNERS                 ,BERNAGHMORE MEDICAL PRACTICE,BALLYMENA HEALTH & CARE CENTRE,86 CUSHENDALL ROAD,BT43 6HB,Northern,3774
307,Dr. FIELD & PARTNERS                ,ANTRIM CASTLE SURGERY,ANTRIM HEALTH CENTRE,32A STATION ROAD,BT41 4BS,Northern,8107
308,Dr. THOMPSON & PARTNERS             ,ORIEL SURGERY,31 ORIEL ROAD,ANTRIM,BT41 4HR,Northern,7143
310,Dr. MCKELVEY & PARTNER              ,CULLYBACKEY MEDICAL PRACTICE,CULLYBACKEY HEALTH CENTRE,TOBER PARK,BT42 1NW,Northern,7295
312,Dr. HALL & PARTNER                  ,SLEMISH VIEW MEDICAL PRACTICE,BALLYMENA HEALTH & CARE CENTRE,86 CUSHENDALL ROAD,BT43 6HB,Northern,2467
313,Dr. RUSSELL & PARTNERS              ,GABLES MEDICAL CENTRE,45 WAVENEY ROAD,BALLYMENA,BT43 5BA,Northern,4069
314,Dr. DUNDEE & PARTNERS               ,WAVENEY MEDICAL PRACTICE,BALLYMENA HEALTH & CARE CENTRE,86 CUSHENDALL ROAD,BT43 6HB,Northern,4701
315,Dr. BAILIE & PARTNERS               ,BALLYMENA FAMILY PRACTICE,BALLYMENA HEALTH & CARE CENTRE,86 CUSHENDALL ROAD,BT43 6HB,Northern,3291
317,Dr. REDMOND & PARTNERS              ,BROUGHSHANE MEDICAL PRACTICE,76 MAIN STREET,BROUGHSHANE,BT42 4JA,Northern,7184
319,Dr. MCCUSKER & PARTNERS             ,PORTGLENONE HEALTH CENTRE,17 TOWNHILL ROAD,"PORTGLENONE, BALLYMENA",BT44 8AD,Northern,6760
321,Dr. MCQUILLAN & PARTNERS            ,SEVEN TOWERS SURGERY,BALLYMENA HEALTH & CARE CENTRE,86 CUSHENDALL ROAD,BT43 6HB,Northern,4381
323,Dr. BROWN & PARTNERS                ,SMITHFIELD MEDICAL CENTRE,7 SMITHFIELD PLACE,"GALGORM ROAD, BALLYMENA",BT43 5HB,Northern,2943
325,Dr. GREER & PARTNERS                ,KELLS & CONNOR MEDICAL CENTRE,36 CHURCH ROAD,"KELLS, BALLYMENA",BT42 3JU,Northern,3989
326,Dr. O'GORMAN & PARTNERS             ,THE FAMILY PRACTICE,ANTRIM HEALTH CENTRE,STATION ROAD,BT41 4BS,Northern,5721
327,Dr. KIDD & PARTNERS                 ,Dr KIDD & Dr COSGROVE,ANTRIM HEALTH CENTRE,STATION ROAD,BT41 4BS,Northern,3866
328,Dr. JOHNSTON & PARTNERS             ,MAINE MEDICAL CULLYBACKEY,"OLD MILL PARK, MAIN STREET","CULLYBACKEY, BALLYMENA",BT42 1GP,Northern,5249
330,Dr. MCKENNA & PARTNERS              ,Dr. MCKENNA & DR McCAULEY,STATION ROAD HEALTH CENTRE,STATION ROAD,BT41 4BS,Northern,4887
331,Dr. KHANNA & PARTNERS               ,BRAID FAMILY PRACTICE,BALLYMENA HEALTH & CARE CENTRE,"86 CUSHENDALL ROAD, BALLYMENA",BT43 6HB,Northern,4420
333,Dr. JOHNSTON & PARTNERS             ,TOOME SURGERY,"TOOME HOUSE, 55 MAIN STREET","TOOMEBRIDGE, ANTRIM",BT41 3TF,Northern,4116
334,Dr. O'HANLON & PARTNERS             ,RANDALSTOWN MEDICAL PRACTICE,5 NEILLSBROOK ROAD,"RANDALSTOWN, ANTRIM",BT41 3AE,Northern,10360
336,Dr. MCCLEERY & PARTNERS             ,ROSEHALL MEDICAL PRACTICE,2 MALLUSK ROAD,GLENGORMLEY,BT36 4PP,Northern,9603
337,Dr. DAVISON & PARTNERS              ,GLENGORMLEY PRACTICE,324 ANTRIM ROAD,NEWTOWNABBEY,BT36 5EQ,Northern,9052
341,Dr. MAXWELL & PARTNERS              ,RIVERSIDE MEDICAL,CASTLEROCK ROAD,COLERAINE,BT51 3HP,Northern,4780
344,Dr. TRACEY & PARTNERS               ,KILLOWEN MEDICAL CENTRE,CASTLEROCK ROAD,COLERAINE,BT51 3HP,Northern,6177
345,Dr. JOHNSTON & PARTNERS             ,BALLYMONEY FAMILY PRACTICE,BALLYMONEY HEALTH CENTRE,"21B NEWAL ROAD, BALLYMONEY",BT53 6HB,Northern,13100
346,Dr. WALLACE & PARTNERS              ,LODGE HEALTH,20 LODGE MANOR,COLERAINE,BT52 1JX,Northern,9815
349,Dr. STERNE & PARTNERS               ,THE COUNTRY MEDICAL PRACTICE,122 BALLINLEA ROAD,"ARMOY, BALLYMONEY",BT53 8TY,Northern,6209
350,Dr. JONES & PARTNERS                ,BUSHMILLS MEDICAL CENTRE,6 PRIESTLAND ROAD,BUSHMILLS,BT57 8QP,Northern,3062
351,Dr. BAILIE & PARTNERS               ,PORTRUSH MEDICAL CENTRE,17 DUNLUCE AVENUE,PORTRUSH,BT56 8DW,Northern,7523
352,Dr. CONNOR & PARTNERS               ,GARVAGH HEALTH CENTRE,110 MAIN STREET,"GARVAGH, COLERAINE",BT51 5AE,Northern,6171
354,Dr. HARLEY & PARTNER                ,PORTSTEWART FAMILY PRACTICE,6 LEVER ROAD,PORTSTEWART,BT55 7EF,Northern,3510
355,Dr. MCCORMACK & PARTNERS            ,KILREA HEALTH CENTRE,36 GARVAGH ROAD,"KILREA, COLERAINE",BT51 5QP,Northern,6815
356,Dr. BONNAR & PARTNERS               ,MOUNTSANDEL SURGERY,4 MOUNTSANDEL ROAD,COLERAINE,BT52 1JB,Northern,11331
357,Dr. MCSPARRAN & PARTNERS            ,GLENS OF ANTRIM MEDICAL CENTRE,2 GORTACLEE ROAD,"CUSHENDALL, BALLYMENA",BT44 0TE,Northern,6328
358,Dr. WHITE                           ,LIFFOCK SURGERY,69 SEA ROAD,"CASTLEROCK, COLERAINE",BT51 4TW,Northern,2822
360,Dr. HENDERSON & PARTNERS            ,RASHARKIN HEALTH CENTRE,10 MONEYLECK ROAD,"RASHARKIN, BALLYMENA",BT44 8QB,Northern,4538
361,Dr. FANNIN & PARTNERS               ,"Drs FANNIN, HUTCHINSON & BOYD",BALLYMONEY HEALTH CENTRE,ROBINSON MEMORIAL HOSPITAL,BT53 6HH,Northern,5449
366,Dr. O'KANE & PARTNERS               ,DALRIADA FAMILY PRACTICE,BALLYCASTLE HEALTH CENTRE,1A COLERAINE ROAD,BT54 6BA,Northern,4252
367,Dr. MCCURDY & PARTNERS              ,THE FROCESS MEDICAL CENTRE,56 MAIN STREET,"CLOUGHMILLS, BALLYMENA",BT44 9LF,Northern,5060
368,Dr. HEGARTY & PARTNERS              ,BALLYCASTLE MEDICAL PRACTICE,BALLYCASTLE HEALTH CENTRE,1A COLERAINE ROAD,BT54 6BA,Northern,4921
369,Dr. TURKINGTON & PARTNERS           ,PORTSTEWART MEDICAL CENTRE,32 MILL ROAD,PORTSTEWART,BT55 7SW,Northern,4251
382,Dr. GORMAN & PARTNERS               ,MEADOWBRIDGE SURGERY,SLAUGHTERFORD ROAD,"WHITEHEAD, CARRICKFERGUS",BT38 9TG,Northern,9158
385,Dr. KERNOHAN & PARTNERS             ,OLD SCHOOL SURGERY,54 STATION ROAD,"GREENISLAND, CARRICKFERGUS",BT38 8TP,Northern,11391
387,Dr. BAIRD & PARTNERS                ,SCOTCH QUARTER PRACTICE,CARRICKFERGUS HEALTH CENTRE,TAYLORS AVENUE,BT38 7HT,Northern,7298
