PracNo,PracticeName,Address1,Address2,Address3,Postcode,LCG,Registered_Patients
24,Dr. MCCLOSKEY & PARTNERS            ,THE MOUNT GROUP PRACTICE,50 CASTLEREAGH STREET,BELFAST,BT5 4NH,Belfast,4141
28,Dr. GALLAGHER & PARTNERS            ,THE VICTORIA PRACTICE,HOLYWOOD ARCHES HEALTH CENTRE,WESTMINSTER AVENUE,BT4 1NS,Belfast,3322
29,Dr. SAVAGE & PARTNERS               ,CASTLEREAGH MEDICAL CENTRE,21 BALLYGOWAN ROAD,BELFAST,BT5 7LH,Belfast,5066
30,Dr. THOMPSON & PARTNER              ,EASTSIDE SURGERY,56 TEMPLEMORE AVENUE,BELFAST,BT5 4FT,Belfast,2754
31,Dr. COOKE & PARTNERS                ,DUNDONALD MEDICAL CENTRE,16 CHURCH ROAD,"DUNDONALD, BELFAST",BT16 2LN,Belfast,7315
32,Dr. KELLY & PARTNERS                ,WILLOWFIELD SURGERY,50/52 CASTLEREAGH ROAD,BELFAST,BT5 5FP,Belfast,4073
33,Dr. RODGERS & PARTNERS              ,WOODSTOCK MEDICAL CENTRE,222 WOODSTOCK ROAD,BELFAST,BT6 9DL,Belfast,5216
37,Dr. MONCRIEFF & PARTNERS            ,CHERRYVALLEY GROUP PRACTICE,CHERRYVALLEY HEALTH CENTRE,KINGS SQUARE,BT5 7BP,Belfast,6645
38,Dr. ABERNETHY                       ,CHERRYVALLEY FAMILY PRACTICE,CHERRYVALLEY HEALTH CENTRE,KINGS SQUARE,BT5 7BP,Belfast,2021
52,Dr. SAVAGE & PARTNER                ,ALBERTVILLE SURGERY,16 MCCANDLESS STREET,CRUMLIN ROAD,BT13 1RU,Belfast,2784
53,Dr. COLGAN                          ,DR COLGAN,FALLS ROAD SURGERY,463 FALLS ROAD,BT12 6DD,Belfast,3247
55,Dr. O'KANE                          ,O'KANE PRACTICE,CRUMLIN ROAD HEALTH CENTRE,94-100 CRUMLIN ROAD,BT14 6AR,Belfast,1181
57,Dr. CAMPBELL & PARTNER              ,MCHUGH - CAMPBELL PRACTICE,MAUREEN SHEEHAN CENTRE BUILD 2,106 ALBERT STREET,BT12 4HL,Belfast,5156
58,Dr. FARNAN & PARTNERS               ,THE GROUP SURGERY,257 NORTH QUEEN STREET,BELFAST,BT15 1HS,Belfast,5875
60,Dr. BURNS & PARTNERS                ,DUNCAIRN MEDICAL PRACTICE,165 DUNCAIRN GARDENS,BELFAST,BT15 2GE,Belfast,3779
61,Dr. CROSSIN & PARTNERS              ,CROSSIN HIGGINS & MCMULLAN,CARRICK HILL MEDICAL CENTRE,1 CARRICK HILL,BT1 2JR,Belfast,9589
62,Dr. GARDINER & PARTNER              ,GARDINER FAMILY PRACTICE,CRUMLIN ROAD HEALTH CENTRE,100 CRUMLIN ROAD,BT14 6AR,Belfast,1301
63,Dr. O'DONNELL & PARTNERS            ,WILLOW MEDICAL PRACTICE,155 ANDERSONSTOWN ROAD,BELFAST,BT11 9EA,Belfast,3017
64,Dr. DONAGHY & PARTNERS              ,DUNVILLE HEALTH CENTRE,309 GROSVENOR ROAD,BELFAST,BT12 4LP,Belfast,4269
66,Dr. DURKAN & PARTNERS               ,PARKSIDE SURGERY,GROVE WELLBEING CENTRE,120 YORK ROAD,BT15 3HF,Belfast,6965
68,Dr. CARDWELL & PARTNERS             ,SHANKILL SURGERY,136-138 SHANKILL ROAD,BELFAST,BT13 2BD,Belfast,2562
69,Dr. TAN & PARTNER                   ,FLAX MEDICAL CENTRE,FLAX CENTRE,ARDOYNE AVENUE,BT14 7DA,Belfast,3014
70,Dr. CHAMBERS & PARTNERS             ,BALLYSILLAN GROUP PRACTICE,156-158 BALLYSILLAN ROAD,BELFAST,BT14 7QR,Belfast,5617
71,Dr. LEAVY & PARTNERS                ,SPRINGVALE MEDICAL PRACTICE,463 SPRINGFIELD ROAD,BELFAST,BT12 7DP,Belfast,6544
72,Dr. AGAHI & PARTNERS                ,MOUNTAINVIEW SURGERY,585 CRUMLIN ROAD,BELFAST,BT14 7GB,Belfast,1971
73,Dr. CLULOW & PARTNERS               ,CRUMLIN ROAD FAMILY PRACTICE,CRUMLIN ROAD HEALTH CENTRE,94-100 CRUMLIN ROAD,BT14 6AR,Belfast,2138
74,Dr. BEATTIE & PARTNER               ,NORTHGATE FAMILY PRACTICE,36 DUNCAIRN GARDENS,BELFAST,BT15 2GH,Belfast,2724
75,Dr. MCCLOSKEY & PARTNERS            ,GROSVENOR ROAD SURGERY,216 GROSVENOR ROAD,BELFAST,BT12 5LT,Belfast,9838
79,Dr. LOGAN & PARTNERS                ,SPRINGFIELD ROAD SURGERY,70 SPRINGFIELD ROAD,BELFAST,BT12 7AH,Belfast,9121
80,Dr. CONWAY & PARTNERS               ,OLDPARK GROUP PRACTICE,460 OLDPARK ROAD,BELFAST,BT14 6QG,Belfast,4813
81,Dr. MCHUGH & PARTNERS               ,SPRINGFIELD MEDICAL CENTRE,44-46 SPRINGFIELD ROAD,BELFAST,BT12 7AH,Belfast,7097
83,Dr. THORNTON & PARTNERS             ,GROVE MEDICAL PRACTICE,GROVE WELL BEING CENTRE,120 YORK ROAD,BT15 3HF,Belfast,5633
84,Dr. SALTERS & PARTNERS              ,Dr. SALTERS & PARTNERS,FALLS ROAD SURGERY,186 FALLS ROAD,BT12 6AG,Belfast,3693
85,Dr. MCMAHON & PARTNERS              ,ANTRIM ROAD MEDICAL CENTRE,515 ANTRIM ROAD,BELFAST,BT15 3BS,Belfast,5451
86,Dr. HARKIN & PARTNERS               ,SALISBURY MEDICAL CENTRE,474 ANTRIM ROAD,BELFAST,BT15 5GF,Belfast,11026
92,Dr. MCFERRAN & PARTNERS             ,Drs McFERRAN & PARTNERS,BALLYOWEN HEALTH CENTRE,179 ANDERSONSTOWN ROAD,BT11 9EA,Belfast,5098
93,Dr. CLARKE & PARTNERS               ,CLIFTONVILLE MEDICAL PRACTICE,61 CLIFTONVILLE ROAD,BELFAST,BT14 6JN,Belfast,5661
94,Dr. CUMMINGS                        ,FALLS FAMILY DOCTORS,115 FALLS ROAD,BELFAST,BT12 6AA,Belfast,7137
96,Dr. MAGENIS & PARTNERS              ,MALVERN FAMILY PRACTICE,CORNERSTONE MEDICAL CENTRE,69 SHANKILL ROAD,BT13 1FD,Belfast,5214
98,Dr. GILMORE & PARTNERS              ,LIGONIEL HEALTH CENTRE,74A LIGONIEL ROAD,BELFAST,BT14 8BY,Belfast,4026
101,Dr. KELLY & PARTNERS                ,Vere Foster Medical Group,132-136 Sandy Row,BELFAST,BT12 5EY,Belfast,4220
103,Dr. MAGUIRE & PARTNERS              ,CLIFTON STREET SURGERY,15/17 CLIFTON STREET,BELFAST,BT13 1AD,Belfast,8874
104,Dr. HUTCHINSON & PARTNERS           ,BALLYGOMARTIN GROUP PRACTICE,17 BALLYGOMARTIN ROAD,BELFAST,BT13 3BW,Belfast,7906
105,Dr. DOGGART & PARTNERS              ,CHURCH VIEW MEDICAL PRACTICE,CORNERSTONE MEDICAL CENTRE,69 SHANKILL ROAD,BT13 1FD,Belfast,5127
111,Dr. MCKENNA                         ,DR MCKENNA'S PRACTICE,2 THAMES STREET,BELFAST,BT12 6AP,Belfast,2997
113,Dr. DUGAN & PARTNER                 ,DR DUGAN'S SURGERY,173 ANDERSTOWNSTOWN ROAD,BELFAST,BT11 9EA,Belfast,4370
114,Dr. BONNAR & PARTNERS               ,HILLHEAD FAMILY PRACTICE,33 STEWARTSTOWN ROAD,BELFAST,BT11 9FZ,Belfast,7215
116,Dr. DORAN & PARTNERS                ,CROCUS STREET SURGERY,1 CROCUS STREET,BELFAST,BT12 7AP,Belfast,4445
132,Dr. MCGLADE & PARTNERS              ,DUNLUCE FAMILY PRACTICE,1 DUNLUCE AVENUE,BELFAST,BT9 7HR,Belfast,6010
136,Dr. HAIGNEY & PARTNERS              ,MOUNT ORIEL MEDICAL PRACTICE,KNOCKBREDA WTC,110 SAINTFIELD ROAD,BT8 6GR,Belfast,7985
140,Dr. LOGAN & PARTNERS                ,ELMWOOD MEDICAL PRACTICE,DUNLUCE HEALTH CENTRE,1 DUNLUCE AVENUE,BT9 7HR,Belfast,8830
143,Dr. SHERWOOD & PARTNERS             ,THE ROWAN TREE FAMILY PRACTICE,DUNLUCE HEALTH CENTRE,1 DUNLUCE AVENUE,BT9 7HR,Belfast,5802
145,Dr. KILLINER & PARTNERS             ,KENSINGTON GROUP PRACTICE,KENSINGTON MEDICAL CENTRE,15A DONEGALL ROAD,BT12 5JJ,Belfast,9194
146,Dr. HUGHES                          ,BALMORAL SURGERY,436 LISBURN ROAD,BELFAST,BT9 6GR,Belfast,4175
147,Dr. GRACEY & PARTNERS               ,ORMEAU PARK SURGERY,281 ORMEAU ROAD,BELFAST,BT7 3GG,Belfast,7401
148,Dr. TONER & PARTNERS                ,SOUTH EAST FAMILY PRACTICE,370/372 CREGAGH ROAD,BELFAST,BT6 9EY,Belfast,8879
151,Dr. ROWNEY & PARTNERS               ,THE IRWIN PRACTICE,FINAGHY HEALTH CENTRE,13/25 FINAGHY ROAD SOUTH,BT10 0BX,Belfast,13327
153,Dr. DIAMOND & PARTNERS              ,ORMEAU ROAD HEALTH CENTRE,120 ORMEAU ROAD,BELFAST,BT7 2EB,Belfast,9756
154,Dr. MCCAULEY & PARTNERS             ,UNIVERSITY STREET SURGERY,142 - 144 UNIVERSITY STREET,BELFAST,BT7 1HH,Belfast,5326
156,Dr. COLTON & PARTNERS               ,Dr. CHAKRAVARTY & PARTNERS,BALLYOWEN HEALTH CENTRE,179 ANDERSONSTOWN ROAD,BT11 9EA,Belfast,9304
157,Dr. FAIR & PARTNERS                 ,UNIVERSITY HEALTH CENTRE QUB,ELMWOOD MANSE,"7 UNIVERSITY TERRACE, BELFAST",BT7 1NP,Belfast,10221
159,Dr. BELL & PARTNERS                 ,ARDMORE MEDICAL CENTRE,485 ORMEAU ROAD,BELFAST,BT7 3GR,Belfast,5866
164,Dr. MURDOCK & PARTNER               ,CREGAGH SURGERY,36 MONTGOMERY ROAD,BELFAST,BT6 9HL,Belfast,3705
165,Dr. MCCORMACK & PARTNERS            ,NORTH PARADE MEDICAL CENTRE,6 NORTH PARADE,BELFAST,BT7 2GG,Belfast,9014
166,Dr. CULLEN                          ,BOTANIC MEDICAL CENTRE,51 BOTANIC AVENUE,BELFAST,BT7 1JL,Belfast,3458
191,Dr. SANDS & PARTNERS                ,THE MONTALTO MEDICAL CENTRE,2 DROMORE ROAD,BALLYNAHINCH,BT24 8AY,South Eastern,9807
192,Dr. MCGILL & PARTNERS               ,KILLYLEAGH SURGERY,14 DOWNPATRICK ROAD,KILLYLEAGH,BT30 9RG,South Eastern,4933
193,Dr. GREER & PARTNERS                ,DUNDRUM AND CLOUGH SURGERY,1 CASTLEWELLAN ROAD,CLOUGH,BT30 8RD,South Eastern,10816
194,Dr. HYLAND & PARTNER                ,DR HYLAND & PARTNER,CAUSEWAY SURGERY,CAUSEWAY PLACE,BT33 0DN,South Eastern,2151
195,Dr. GILPIN & PARTNER                ,DR GILPIN'S SURGERY,CAUSEWAY SURGERY,2 CAUSEWAY PLACE,BT33 0DN,South Eastern,1806
196,Dr. MURPHY & PARTNERS               ,ARDGLASS SURGERY,THE HEALTH CENTRE,DOWNPATRICK ROAD,BT30 7SF,South Eastern,3333
198,Dr. ROSS & PARTNERS                 ,SAINTFIELD HEALTH CENTRE,FAIRVIEW,SAINTFIELD,BT24 7AD,South Eastern,9511
201,Dr. LEGGETT & PARTNERS              ,DONARD FAMILY PRACTICE,56 MAIN STREET,"NEWCASTLE, CO DOWN",BT33 0AE,South Eastern,12006
202,Dr. SMALL & PARTNERS                ,STRUELL SURGERY,2 Struell Wells Road,DOWNPATRICK,BT30 6RL,South Eastern,4073
204,Dr. BOYLE & PARTNERS                ,THE GREEN SURGERY,12 THE GREEN,IRISH STREET,BT30 6BE,South Eastern,5099
205,Dr. TRAINOR & PARTNERS              ,CROSSGAR SURGERY,JAMES STREET,"CROSSGAR, DOWNPATRICK",BT30 9JU,South Eastern,4529
206,Dr. SHEVLIN & PARTNERS              ,DOWN HC,GP & PRIMARY CARE CENTRE,"1ST FLOOR, DOWN HOSPITAL",BT30 6RL,South Eastern,5076
207,Dr. CREANEY & PARTNERS              ,STREAM STREET SURGERY,40 STREAM STREET,DOWNPATRICK,BT30 6DE,South Eastern,5117
221,Dr. HALL & PARTNERS                 ,HILLSBOROUGH MEDICAL PRACTICE,HEALTH CENTRE,BALLYNAHINCH ST,BT26 6AW,South Eastern,10506
222,Dr. DEVLIN & PARTNERS               ,WOODBROOKE MEDICAL PRACTICE,STEWARTSTOWN ROAD,DUNMURRY BELFAST,BT17 0FB,South Eastern,9382
223,Dr. CUPPLES & PARTNERS              ,LISBURN CITY PRACTICE,THE HEALTH CENTRE,LINENHALL STREET,BT28 1LU,South Eastern,5848
224,Dr. CAIRNS & PARTNERS               ,Dr CAIRNS & PARTNERS,LISBURN HEALTH CENTRE,LINENHALL STREET,BT28 1LU,South Eastern,7550
226,Dr. UREY & PARTNERS                 ,DROMARA SURGERY,BEGNEY HILL ROAD,DROMARA,BT25 2AT,South Eastern,8537
227,Dr. O'KANE & PARTNERS               ,LINENHALL MEDICAL PRACTICE,LISBURN HEALTH CENTRE,LINENHALL STREET,BT28 1LU,South Eastern,12459
228,Dr. ADAMS & PARTNER                 ,LAGANVIEW MEDICAL PRACTICE,"LISBURN HEALTH CENTRE,",LINENHALL STREET,BT28 1LU,South Eastern,4370
229,Dr. RUDDELL & PARTNERS              ,Dr. RUDDELL & PARTNERS,LISBURN HEALTH CENTRE,LINENHALL STREET,BT28 1LU,South Eastern,9049
230,Dr. RYAN & PARTNERS                 ,DR RYAN & PARTNERS,LISBURN HEALTH CENTRE,LINENHALL STREET,BT28 1LU,South Eastern,5100
231,Dr. PALMER & PARTNERS               ,Dr. PALMER & PARTNERS,LISBURN HEALTH CENTRE,LINENHALL STREET,BT28 1LU,South Eastern,9705
232,Dr. DICK & PARTNERS                 ,THE HILL MEDICAL GROUP PRAC,192 KINGSWAY,DUNMURRY,BT17 9AL,South Eastern,8174
233,Dr. GALLAGHER & PARTNERS            ,GLENAVY FAMILY PRACTICE,47 MAIN STREET,"GLENAVY, CRUMLIN",BT29 4LN,South Eastern,4459
252,Dr. LAWSON & PARTNERS               ,PRIORY SURGERY,26 HIGH STREET,HOLYWOOD,BT18 9AD,South Eastern,14525
253,Dr. REID & PARTNERS                 ,REDWOOD SURGERY,THE HEALTH CENTRE,NEWTOWNARDS ROAD,BT20 4LD,South Eastern,8039
254,Dr. MARSHALL & PARTNER              ,LISBANE MEDICAL CENTRE,24 LISBARNETT ROAD,LISBANE,BT23 6AW,South Eastern,4351
255,Dr. KENNY & PARTNERS                ,DR MILLIKEN & PARTNERS,BANGOR HEALTH CENTRE,NEWTOWNARDS ROAD,BT20 4LD,South Eastern,5366
256,Dr. CRAIG & PARTNER                 ,ASHLEY MEDICAL CENTRE,140 GROOMSPORT ROAD,BANGOR,BT20 5PE,South Eastern,5828
257,Dr. GOLDRING & PARTNERS             ,BROOK STREET SURGERY,BROOK STREET,HOLYWOOD,BT18 9DA,South Eastern,8696
258,Dr. MANSON & PARTNERS               ,CASTLE PARK PRACTICE,BANGOR HEALTH CENTRE,NEWTOWNARDS ROAD,BT20 4LD,South Eastern,4872
259,Dr. DOYLE & PARTNERS                ,PORTAFERRY SURGERY,44 HIGH STREET,"PORTAFERRY, NEWTOWNARDS",BT22 1QT,South Eastern,6388
260,Dr. DORAN & PARTNERS                ,CHURCH VIEW FAMILY PRACTICE,THE HEALTH CENTRE,NEWTOWNARDS ROAD,BT20 4LD,South Eastern,7430
261,Dr. NEOH & PARTNERS                 ,KILLYNETHER PRACTICE,2A FREDERICK STREET,NEWTOWNARDS,BT23 4LR,South Eastern,5978
264,Dr. KINNEAR & PARTNER               ,SILVERBIRCH MEDICAL PRACTICE,39A SILVERBIRCH ROAD,BANGOR,BT19 6EU,South Eastern,2686
265,Dr. HYLAND & PARTNERS               ,THE SURGERY NEWTOWNARDS,1 CHURCH STREET,NEWTOWNARDS,BT23 4FH,South Eastern,7138
271,Dr. GREER & PARTNERS                ,OLD MILL SURGERY,CHURCH STREET,NEWTOWNARDS,BT23 4AS,South Eastern,11207
272,Dr. MCKEOWN & PARTNERS              ,THE SQUARE SURGERY,16 A THE SQUARE,COMBER,BT23 5DT,South Eastern,7013
273,Dr. WHITESIDE & PARTNERS            ,COMBER FAMILY PRACTICE,COMBER HEALTH CENTRE,5 NEWTOWNARDS ROAD,BT23 5BA,South Eastern,7730
274,Dr. MCNUTT & PARTNERS               ,BLOOMFIELD SURGERY,95 BLOOMFIELD ROAD,BANGOR,BT20 4XA,South Eastern,10324
275,Dr. WEBB & PARTNERS                 ,DR WEBB & PARTNERS,REGENCY MEDICAL CENTRE,2A FREDERICK STREET,BT23 4LR,South Eastern,4995
276,Dr. HISCOCKS & PARTNERS             ,DONAGHADEE HEALTH CENTRE,3 KILLAUGHEY ROAD,DONAGHADEE,BT21 0BU,South Eastern,9488
278,Dr. MCCANCE & PARTNERS              ,"THE SURGERY, NEWTOWNARDS",1 CHURCH STREET,NEWTOWNARDS,BT23 4FH,South Eastern,4377
280,Dr. SIMPSON & PARTNERS              ,ABBEY FAMILY PRACTICE,BANGOR HEALTH CENTRE,NEWTOWNARDS ROAD,BT20 4LD,South Eastern,5349
281,Dr. ABRAHAM & PARTNERS              ,CLELAND PARK SURGERY,2 CLELAND PARK,BANGOR,BT20 3EB,South Eastern,6222
282,Dr. HUGHES & PARTNERS               ,THE HEALTH CENTRE,FOWLER WAY,"BALLYWALTER, NEWTOWNARDS",BT22 2PY,South Eastern,6429
283,Dr. FERRIS & PARTNERS               ,LOUGH VIEW SURGERY,2 MAIN STREET,"KIRCUBBIN, NEWTOWNARDS",BT22 2SP,South Eastern,5764
285,Dr. JACKSON & PARTNERS              ,GREEN ROAD MEDICAL CENTRE,5 GREEN ROAD,"CONLIG, NEWTOWNARDS",BT23 7PZ,South Eastern,4641
302,Dr. HUEY & PARTNERS                 ,TEMPLEPATRICK SURGERY,80 CASTLETON,TEMPLEPATRICK,BT39 0AZ,Northern,9713
303,Dr. HYNDMAN & PARTNERS              ,CRUMLIN MEDICAL PRACTICE,1 GLENAVY ROAD,CRUMLIN,BT29 4LA,Northern,8335
304,Dr. BUTLER & PARTNERS               ,MAINE MEDICAL AHOGHILL,THE OLD MEETING HOUSE,2 STRAID RD,BT42 2PB,Northern,5279
305,Dr. DICK & PARTNERS                 ,BERNAGHMORE MEDICAL PRACTICE,BALLYMENA HEALTH & CARE CENTRE,86 CUSHENDALL ROAD,BT43 6HB,Northern,3829
307,Dr. FIELD & PARTNERS                ,ANTRIM CASTLE SURGERY,ANTRIM HEALTH CENTRE,32A STATION ROAD,BT41 4BS,Northern,7968
308,Dr. HUNTER & PARTNERS               ,ORIEL SURGERY,31 ORIEL ROAD,ANTRIM,BT41 4HR,Northern,6668
310,Dr. HUNTER & PARTNERS               ,CULLYBACKEY MEDICAL PRACTICE,CULLYBACKEY HEALTH CENTRE,TOBER PARK,BT42 1NW,Northern,7478
311,Dr. JOHNSTON & PARTNERS             ,GALGORM SURGERY,77 GALGORM ROAD,BALLYMENA,BT42 1AA,Northern,2471
312,Dr. HALL & PARTNER                  ,SLEMISH VIEW MEDICAL PRACTICE,BALLYMENA HEALTH & CARE CENTRE,86 CUSHENDALL ROAD,BT43 6HB,Northern,2447
313,Dr. RUSSELL & PARTNERS              ,GABLES MEDICAL CENTRE,45 WAVENEY ROAD,BALLYMENA,BT43 5BA,Northern,4045
314,Dr. DUNDEE & PARTNERS               ,WAVENEY MEDICAL PRACTICE,BALLYMENA HEALTH & CARE CENTRE,86 CUSHENDALL ROAD,BT43 6HB,Northern,4704
315,Dr. LOUGHREY & PARTNER              ,BALLYMENA FAMILY PRACTICE,BALLYMENA HEALTH & CARE CENTRE,86 CUSHENDALL ROAD,BT43 6HB,Northern,3275
317,Dr. REDMOND & PARTNERS              ,BROUGHSHANE MEDICAL PRACTICE,76 MAIN STREET,BROUGHSHANE,BT42 4JA,Northern,7073
319,Dr. MCCUSKER & PARTNERS             ,PORTGLENONE HEALTH CENTRE,17 TOWNHILL ROAD,"PORTGLENONE, BALLYMENA",BT44 8AD,Northern,6705
321,Dr. MCQUILLAN & PARTNERS            ,SEVEN TOWERS SURGERY,BALLYMENA HEALTH & CARE CENTRE,86 CUSHENDALL ROAD,BT43 6HB,Northern,4420
323,Dr. BROWN & PARTNER                 ,SMITHFIELD MEDICAL CENTRE,7 SMITHFIELD PLACE,"GALGORM ROAD, BALLYMENA",BT43 5HB,Northern,2918
325,Dr. BILL & PARTNERS                 ,KELLS & CONNOR MEDICAL CENTRE,36 CHURCH ROAD,"KELLS, BALLYMENA",BT42 3JU,Northern,3962
326,Dr. MCCUSKER & PARTNERS             ,THE FAMILY PRACTICE,ANTRIM HEALTH CENTRE,STATION ROAD,BT41 4BS,Northern,5697
327,Dr. KIDD & PARTNERS                 ,Dr KIDD & Dr COSGROVE,ANTRIM HEALTH CENTRE,STATION ROAD,BT41 4BS,Northern,3673
328,Dr. JOHNSTON & PARTNERS             ,MAINE MEDICAL CULLYBACKEY,"OLD MILL PARK, MAIN STREET","CULLYBACKEY, BALLYMENA",BT42 1GP,Northern,5099
330,Dr. MCKENNA & PARTNERS              ,Dr. MCKENNA & DR McCAULEY,STATION ROAD HEALTH CENTRE,STATION ROAD,BT41 4BS,Northern,4863
331,Dr. KHANNA & PARTNERS               ,BRAID FAMILY PRACTICE,BALLYMENA HEALTH & CARE CENTRE,"86 CUSHENDALL ROAD, BALLYMENA",BT43 6HB,Northern,4356
333,Dr. JOHNSTON & PARTNER              ,TOOME SURGERY,"TOOME HOUSE, 55 MAIN STREET","TOOMEBRIDGE, ANTRIM",BT41 3TF,Northern,3921
334,Dr. O'HANLON & PARTNERS             ,RANDALSTOWN MEDICAL PRACTICE,5 NEILLSBROOK ROAD,"RANDALSTOWN, ANTRIM",BT41 3AE,Northern,10395
336,Dr. MCCLEERY & PARTNERS             ,ROSEHALL MEDICAL PRACTICE,2 MALLUSK ROAD,GLENGORMLEY,BT36 4PP,Northern,9378
337,Dr. DAVISON & PARTNERS              ,GLENGORMLEY PRACTICE,324 ANTRIM ROAD,NEWTOWNABBEY,BT36 5EQ,Northern,8908
341,Dr. MAXWELL & PARTNERS              ,RIVERSIDE MEDICAL,CASTLEROCK ROAD,COLERAINE,BT51 3HP,Northern,4783
344,Dr. TRACEY & PARTNERS               ,KILLOWEN MEDICAL CENTRE,CASTLEROCK ROAD,COLERAINE,BT51 3HP,Northern,6007
345,Dr. JOHNSTON & PARTNERS             ,BALLYMONEY FAMILY PRACTICE,BALLYMONEY HEALTH CENTRE,"21B NEWAL ROAD, BALLYMONEY",BT53 6HB,Northern,12883
346,Dr. WALLACE & PARTNERS              ,LODGE HEALTH,20 LODGE MANOR,COLERAINE,BT52 1JX,Northern,9871
349,Dr. STERNE & PARTNERS               ,THE COUNTRY MEDICAL PRACTICE,122 BALLINLEA ROAD,"ARMOY, BALLYMONEY",BT53 8TY,Northern,6181
350,Dr. JONES & PARTNERS                ,BUSHMILLS MEDICAL CENTRE,6 PRIESTLAND ROAD,BUSHMILLS,BT57 8QP,Northern,3066
351,Dr. BAILIE & PARTNERS               ,PORTRUSH MEDICAL CENTRE,17 DUNLUCE AVENUE,PORTRUSH,BT56 8DW,Northern,7522
352,Dr. CONNOR & PARTNERS               ,GARVAGH HEALTH CENTRE,110 MAIN STREET,"GARVAGH, COLERAINE",BT51 5AE,Northern,6138
354,Dr. HARLEY & PARTNERS               ,PORTSTEWART FAMILY PRACTICE,6 LEVER ROAD,PORTSTEWART,BT55 7EF,Northern,3424
355,Dr. MCCORMACK & PARTNERS            ,KILREA HEALTH CENTRE,36 GARVAGH ROAD,"KILREA, COLERAINE",BT51 5QP,Northern,6823
356,Dr. BONNAR & PARTNERS               ,MOUNTSANDEL SURGERY,4 MOUNTSANDEL ROAD,COLERAINE,BT52 1JB,Northern,11292
357,Dr. MCSPARRAN & PARTNERS            ,GLENS OF ANTRIM MEDICAL CENTRE,2 GORTACLEE ROAD,"CUSHENDALL, BALLYMENA",BT44 0TE,Northern,6387
358,Dr. WHITE                           ,LIFFOCK SURGERY,69 SEA ROAD,"CASTLEROCK, COLERAINE",BT51 4TW,Northern,2761
360,Dr. HENDERSON & PARTNERS            ,RASHARKIN HEALTH CENTRE,10 MONEYLECK ROAD,"RASHARKIN, BALLYMENA",BT44 8QB,Northern,4456
361,Dr. FANNIN & PARTNERS               ,"Drs FANNIN, HUTCHINSON & BOYD",BALLYMONEY HEALTH CENTRE,ROBINSON MEMORIAL HOSPITAL,BT53 6HH,Northern,5454
366,Dr. MCLISTER & PARTNERS             ,DALRIADA FAMILY PRACTICE,BALLYCASTLE HEALTH CENTRE,1A COLERAINE ROAD,BT54 6BA,Northern,4190
367,Dr. MCCURDY & PARTNERS              ,THE FROCESS MEDICAL CENTRE,56 MAIN STREET,"CLOUGHMILLS, BALLYMENA",BT44 9LF,Northern,4940
368,Dr. HEGARTY & PARTNERS              ,BALLYCASTLE MEDICAL PRACTICE,BALLYCASTLE HEALTH CENTRE,1A COLERAINE ROAD,BT54 6BA,Northern,4863
369,Dr. TOPPING & PARTNERS              ,PORTSTEWART MEDICAL CENTRE,32 MILL ROAD,PORTSTEWART,BT55 7SW,Northern,4234
382,Dr. GORMAN & PARTNERS               ,MEADOWBRIDGE SURGERY,SLAUGHTERFORD ROAD,"WHITEHEAD, CARRICKFERGUS",BT38 9TG,Northern,9068
