PracNo,PracticeName,Address1,Address2,Address3,Postcode,LCG,Registered_Patients
28,Dr. GALLAGHER & PARTNERS            ,THE VICTORIA PRACTICE,HOLYWOOD ARCHES HEALTH CENTRE,WESTMINSTER AVENUE,BT4 1NS,Belfast,3420
29,Dr. LEITCH & PARTNERS               ,CASTLEREAGH MEDICAL CENTRE,21 BALLYGOWAN ROAD,BELFAST,BT5 7LH,Belfast,5455
30,Dr. THOMPSON & PARTNER              ,EASTSIDE SURGERY,56 TEMPLEMORE AVENUE,BELFAST,BT5 4FT,Belfast,2585
31,Dr. COOKE & PARTNERS                ,DUNDONALD MEDICAL CENTRE,16 CHURCH ROAD,"DUNDONALD, BELFAST",BT16 2LN,Belfast,7108
33,Dr. RODGERS & PARTNERS              ,WOODSTOCK MEDICAL CENTRE,222 WOODSTOCK ROAD,BELFAST,BT6 9DL,Belfast,5546
37,Dr. FINLAY & PARTNERS               ,CHERRYVALLEY GROUP PRACTICE,CHERRYVALLEY HEALTH CENTRE,KINGS SQUARE,BT5 7BP,Belfast,7025
38,Dr. ABERNETHY                       ,CHERRYVALLEY FAMILY PRACTICE,CHERRYVALLEY HEALTH CENTRE,KINGS SQUARE,BT5 7BP,Belfast,1946
52,Dr. SAVAGE & PARTNERS               ,ALBERTVILLE SURGERY,16 MCCANDLESS STREET,CRUMLIN ROAD,BT13 1RU,Belfast,2898
53,Dr. COLGAN                          ,DR COLGAN,FALLS ROAD SURGERY,463 FALLS ROAD,BT12 6DD,Belfast,3590
57,Dr. CAMPBELL & PARTNER              ,MCHUGH - CAMPBELL PRACTICE,MAUREEN SHEEHAN CENTRE BUILD 2,106 ALBERT STREET,BT12 4HL,Belfast,5193
58,Dr. MCGARRY & PARTNERS              ,THE GROUP SURGERY,257 NORTH QUEEN STREET,BELFAST,BT15 1HS,Belfast,6012
60,Dr. BURNS & PARTNERS                ,DUNCAIRN MEDICAL PRACTICE,165 DUNCAIRN GARDENS,BELFAST,BT15 2GE,Belfast,4389
61,Dr. CROSSIN & PARTNERS              ,CROSSIN HIGGINS & MCMULLAN,CARRICK HILL MEDICAL CENTRE,1 CARRICK HILL,BT1 2JR,Belfast,9080
62,Dr. GARDINER & PARTNER              ,GARDINER FAMILY PRACTICE,CRUMLIN ROAD HEALTH CENTRE,100 CRUMLIN ROAD,BT14 6AR,Belfast,1363
63,Dr. COYLE & PARTNER                 ,WILLOW MEDICAL PRACTICE,155A ANDERSONSTOWN ROAD,BELFAST,BT11 9EA,Belfast,3470
64,Dr. DONAGHY & PARTNERS              ,DUNVILLE HEALTH CENTRE,309 GROSVENOR ROAD,BELFAST,BT12 4LP,Belfast,4187
66,Dr. ALLEN & PARTNERS                ,PARKSIDE SURGERY,GROVE WELLBEING CENTRE,120 YORK ROAD,BT15 3HF,Belfast,7076
68,Dr. CARDWELL & PARTNERS             ,SHANKILL SURGERY,136-138 SHANKILL ROAD,BELFAST,BT13 2BD,Belfast,2612
70,Dr. CHAMBERS & PARTNERS             ,BALLYSILLAN GROUP PRACTICE,156-158 BALLYSILLAN ROAD,BELFAST,BT14 7QR,Belfast,5723
71,Dr. LEAVY & PARTNERS                ,SPRINGVALE MEDICAL PRACTICE,463 SPRINGFIELD ROAD,BELFAST,BT12 7DP,Belfast,6762
72,Dr. AGAHI & PARTNERS                ,MOUNTAINVIEW SURGERY,585 CRUMLIN ROAD,BELFAST,BT14 7GB,Belfast,2340
73,Dr. CLULOW & PARTNER                ,CRUMLIN ROAD FAMILY PRACTICE,CRUMLIN ROAD HEALTH CENTRE,94-100 CRUMLIN ROAD,BT14 6AR,Belfast,2191
74,Dr. BEATTIE                         ,NORTHGATE FAMILY PRACTICE,36 DUNCAIRN GARDENS,BELFAST,BT15 2GH,Belfast,2530
75,Dr. MCCLOSKEY & PARTNERS            ,GROSVENOR ROAD SURGERY,216 GROSVENOR ROAD,BELFAST,BT12 5LT,Belfast,9850
79,Dr. LOGAN & PARTNERS                ,SPRINGFIELD ROAD SURGERY,70 SPRINGFIELD ROAD,BELFAST,BT12 7AH,Belfast,8901
80,Dr. CONWAY & PARTNERS               ,EDEN PARK MEDICAL PRACTICE,EVERTON COMPLEX,585-587 CRUMLIN ROAD,BT14 7GB,Belfast,7740
81,Dr. MCHUGH & PARTNERS               ,SPRINGFIELD MEDICAL CENTRE,44-46 SPRINGFIELD ROAD,BELFAST,BT12 7AH,Belfast,6853
83,Dr. BRANNICK & PARTNERS             ,GROVE MEDICAL PRACTICE,GROVE WELL BEING CENTRE,120 YORK ROAD,BT15 3HF,Belfast,5812
84,Dr. JOHNSTON & PARTNERS             ,BROADWAY MEDICAL PRACTICE,FALLS ROAD SURGERY,186 FALLS ROAD,BT12 6AG,Belfast,3748
85,Dr. MCMAHON & PARTNERS              ,ANTRIM ROAD MEDICAL CENTRE,515 ANTRIM ROAD,BELFAST,BT15 3BS,Belfast,6321
86,Dr. HARKIN & PARTNERS               ,SALISBURY MEDICAL CENTRE,474 ANTRIM ROAD,BELFAST,BT15 5GF,Belfast,11002
92,Dr. MCFERRAN & PARTNERS             ,Drs McFERRAN & PARTNERS,BALLYOWEN HEALTH CENTRE,179 ANDERSONSTOWN ROAD,BT11 9EA,Belfast,5220
93,Dr. CURRAN SWEENEY & PARTNERS,CLIFTONVILLE MEDICAL PRACTICE,61 CLIFTONVILLE ROAD,BELFAST,BT14 6JN,Belfast,5816
94,Dr. CUMMINGS & PARTNERS             ,FALLS FAMILY DOCTORS,115 FALLS ROAD,BELFAST,BT12 6AA,Belfast,7142
96,Dr. MAGENIS & PARTNERS              ,MALVERN FAMILY PRACTICE,CORNERSTONE MEDICAL CENTRE,69 SHANKILL ROAD,BT13 1FD,Belfast,5051
98,Dr. GILMORE & PARTNERS              ,LIGONIEL HEALTH CENTRE,74A LIGONIEL ROAD,BELFAST,BT14 8BY,Belfast,4126
101,Dr. KELLY & PARTNER                 ,Vere Foster Medical Group,132-136 Sandy Row,BELFAST,BT12 5EY,Belfast,3801
103,Dr. MAGUIRE & PARTNERS              ,CLIFTON STREET SURGERY,15/17 CLIFTON STREET,BELFAST,BT13 1AD,Belfast,9633
104,Dr. HUTCHINSON & PARTNERS           ,BALLYGOMARTIN GROUP PRACTICE,17 BALLYGOMARTIN ROAD,BELFAST,BT13 3BW,Belfast,7776
105,Dr. MACONACHIE & PARTNERS           ,CHURCH VIEW MEDICAL PRACTICE,CORNERSTONE MEDICAL CENTRE,69 SHANKILL ROAD,BT13 1FD,Belfast,5183
111,Dr. MCKENNA & PARTNER               ,THAMES STREET FAMILY PRACTICE,2 THAMES STREET,BELFAST,BT12 6AP,Belfast,3197
113,Dr. DUGAN & PARTNER                 ,DR DUGAN'S SURGERY,173 ANDERSTOWNSTOWN ROAD,BELFAST,BT11 9EA,Belfast,4400
114,Dr. THOMPSON & PARTNERS             ,HILLHEAD FAMILY PRACTICE,33 STEWARTSTOWN ROAD,BELFAST,BT11 9FZ,Belfast,7674
116,Dr. CURRAN                          ,CROCUS STREET SURGERY,1 CROCUS STREET,BELFAST,BT12 7AP,Belfast,4001
132,Dr. MCGLADE & PARTNERS              ,DUNLUCE FAMILY PRACTICE,1 DUNLUCE AVENUE,BELFAST,BT9 7HR,Belfast,6156
136,Dr. HAIGNEY & PARTNERS              ,MOUNT ORIEL MEDICAL PRACTICE,KNOCKBREDA WTC,110 SAINTFIELD ROAD,BT8 6GR,Belfast,8827
140,Dr. LOGAN & PARTNERS                ,ELMWOOD MEDICAL PRACTICE,DUNLUCE HEALTH CENTRE,1 DUNLUCE AVENUE,BT9 7HR,Belfast,9119
143,Dr. SHERWOOD & PARTNERS             ,THE ROWAN TREE FAMILY PRACTICE,DUNLUCE HEALTH CENTRE,1 DUNLUCE AVENUE,BT9 7HR,Belfast,6398
145,Dr. KILLINER & PARTNERS             ,KENSINGTON GROUP PRACTICE,KENSINGTON MEDICAL CENTRE,15A DONEGALL ROAD,BT12 5JJ,Belfast,10523
146,Dr. HUGHES                          ,BALMORAL SURGERY,436 LISBURN ROAD,BELFAST,BT9 6GR,Belfast,4177
147,Dr. DUNLOP & PARTNERS               ,ORMEAU PARK SURGERY,281 ORMEAU ROAD,BELFAST,BT7 3GG,Belfast,6998
148,Dr. TONER & PARTNERS                ,SOUTH EAST FAMILY PRACTICE,370/372 CREGAGH ROAD,BELFAST,BT6 9EY,Belfast,8979
151,Dr. MONAGHAN & PARTNERS             ,THE IRWIN PRACTICE,FINAGHY HEALTH CENTRE,13/25 FINAGHY ROAD SOUTH,BT10 0BX,Belfast,13608
153,Dr. DIAMOND & PARTNERS              ,ORMEAU ROAD HEALTH CENTRE,120 ORMEAU ROAD,BELFAST,BT7 2EB,Belfast,9188
154,Dr. MCCAULEY & PARTNERS             ,UNIVERSITY STREET SURGERY,142 - 144 UNIVERSITY STREET,BELFAST,BT7 1HH,Belfast,5142
156,Dr. SAHU & PARTNERS                 ,Dr. CHAKRAVARTY & PARTNERS,BALLYOWEN HEALTH CENTRE,179 ANDERSONSTOWN ROAD,BT11 9EA,Belfast,9125
157,Dr. SMILEY & PARTNERS               ,UNIVERSITY HEALTH CENTRE QUB,ELMWOOD MANSE,"7 UNIVERSITY TERRACE, BELFAST",BT7 1NP,Belfast,11612
159,Dr. BELL & PARTNERS                 ,ARDMORE MEDICAL CENTRE,485 ORMEAU ROAD,BELFAST,BT7 3GR,Belfast,5723
164,Dr. MURDOCK & PARTNER               ,CREGAGH SURGERY,36 MONTGOMERY ROAD,BELFAST,BT6 9HL,Belfast,8079
165,Dr. COLLINS & PARTNERS              ,NORTH PARADE MEDICAL CENTRE,6 NORTH PARADE,BELFAST,BT7 2GG,Belfast,9648
166,Dr. CULLEN                          ,BOTANIC MEDICAL CENTRE,51 BOTANIC AVENUE,BELFAST,BT7 1JL,Belfast,5015
191,Dr. WATSON & PARTNERS               ,THE MONTALTO MEDICAL CENTRE,2 DROMORE ROAD,BALLYNAHINCH,BT24 8AY,South Eastern,9566
192,Dr. MCGILL & PARTNERS               ,KILLYLEAGH SURGERY,14 DOWNPATRICK ROAD,KILLYLEAGH,BT30 9RG,South Eastern,4730
193,Dr. GREER & PARTNERS                ,DUNDRUM AND CLOUGH SURGERY,1 CASTLEWELLAN ROAD,CLOUGH,BT30 8RD,South Eastern,12019
194,Dr. HYLAND & PARTNER                ,DR HYLAND & PARTNER,CAUSEWAY SURGERY,CAUSEWAY PLACE,BT33 0DN,South Eastern,2373
195,Dr. GILPIN & PARTNER                ,DR GILPIN'S SURGERY,CAUSEWAY SURGERY,2 CAUSEWAY PLACE,BT33 0DN,South Eastern,1976
196,Dr. MCMINN & PARTNERS               ,ARDGLASS SURGERY,THE HEALTH CENTRE,DOWNPATRICK ROAD,BT30 7SF,South Eastern,3424
198,Dr. GUNN & PARTNERS                 ,SAINTFIELD HEALTH CENTRE,FAIRVIEW,SAINTFIELD,BT24 7AD,South Eastern,9922
201,Dr. LEGGETT & PARTNERS              ,DONARD FAMILY PRACTICE,56 MAIN STREET,"NEWCASTLE, CO DOWN",BT33 0AE,South Eastern,11831
202,Dr. SMALL & PARTNERS                ,STRUELL SURGERY,2 Struell Wells Road,DOWNPATRICK,BT30 6RL,South Eastern,4220
204,Dr. BOYLE & PARTNERS                ,THE GREEN SURGERY,12 THE GREEN,IRISH STREET,BT30 6BE,South Eastern,5250
205,Dr. TRAINOR & PARTNERS              ,CROSSGAR SURGERY,JAMES STREET,"CROSSGAR, DOWNPATRICK",BT30 9JU,South Eastern,4334
206,Dr. SHEVLIN & PARTNERS              ,DOWN HC,GP & PRIMARY CARE CENTRE,"1ST FLOOR, DOWN HOSPITAL",BT30 6RL,South Eastern,5635
207,Dr. CREANEY & PARTNERS              ,STREAM STREET SURGERY,40 STREAM STREET,DOWNPATRICK,BT30 6DE,South Eastern,5159
221,Dr. HALL & PARTNERS                 ,HILLSBOROUGH MEDICAL PRACTICE,HEALTH CENTRE,BALLYNAHINCH ST,BT26 6AW,South Eastern,10909
222,Dr. DEVLIN & PARTNERS               ,WOODBROOKE MEDICAL PRACTICE,STEWARTSTOWN ROAD,DUNMURRY BELFAST,BT17 0FB,South Eastern,9610
223,Dr. CUPPLES & PARTNERS              ,LISBURN CITY PRACTICE,LISBURN PCCC,LAGAN VALLEY HOSPITAL,BT28 1JP,South Eastern,5937
224,Dr. CAIRNS & PARTNERS               ,GARVEY MEDICAL PRACTICE,LISBURN PCCC,LAGAN VALLEY HOSPITAL,BT28 1JP,South Eastern,7953
226,Dr. UREY & PARTNERS                 ,DROMARA SURGERY,BEGNEY HILL ROAD,DROMARA,BT25 2AT,South Eastern,8461
227,Dr. ARCHBOLD & PARTNERS             ,LINENHALL MEDICAL PRACTICE,LISBURN PCCC,LAGAN VALLEY HOSPITAL,BT28 1JP,South Eastern,12674
228,Dr. ADAMS & PARTNERS                ,LAGANVIEW MEDICAL PRACTICE,LEVEL 2 LISBURN PCCC,LAGAN VALLEY HOSPITAL & LPCCC,BT28 1JP,South Eastern,4460
229,Dr. RUDDELL & PARTNERS              ,DR RUDDELL & PARTNERS,LISBURN PCCC,LAGAN VALLEY HOSPITAL,BT28 1JP,South Eastern,9448
230,Dr. RYAN & PARTNERS                 ,DR RYAN & PARTNERS,LISBURN PCCC,LAGAN VALLEY HOSPITAL,BT28 1JP,South Eastern,5301
231,Dr. KNOX & PARTNERS                 ,DR KNOX & PARTNERS,"LEVEL 2, LISBURN PCCC",LAGAN VALLEY HOSPITAL,BT28 1JP,South Eastern,9430
232,Dr. DICK & PARTNERS                 ,THE HILL MEDICAL GROUP PRAC,192 KINGSWAY,DUNMURRY,BT17 9AL,South Eastern,8733
233,Dr. CHEUNG & PARTNERS               ,GLENAVY FAMILY PRACTICE,47 MAIN STREET,"GLENAVY, CRUMLIN",BT29 4LN,South Eastern,4621
252,Dr. GLENFIELD & PARTNERS            ,PRIORY SURGERY,26 HIGH STREET,HOLYWOOD,BT18 9AD,South Eastern,12193
253,Dr. HAYES & PARTNERS                ,REDWOOD SURGERY,THE HEALTH CENTRE,NEWTOWNARDS ROAD,BT20 4LD,South Eastern,9224
254,Dr. MARSHALL & PARTNERS             ,LISBANE MEDICAL CENTRE,24 LISBARNETT ROAD,LISBANE,BT23 6AW,South Eastern,4675
255,Dr. KENNY & PARTNER                 ,THE OAKS FAMILY PRACTICE,BANGOR HEALTH CENTRE,NEWTOWNARDS ROAD,BT20 4LD,South Eastern,5377
256,Dr. INGRAM & PARTNER                ,ASHLEY MEDICAL CENTRE,140 GROOMSPORT ROAD,BANGOR,BT20 5PE,South Eastern,5713
257,Dr. GOLDRING & PARTNERS             ,BROOK STREET SURGERY,BROOK STREET,HOLYWOOD,BT18 9DA,South Eastern,9456
258,Dr. MANSON & PARTNERS               ,CASTLE PARK PRACTICE,BANGOR HEALTH CENTRE,NEWTOWNARDS ROAD,BT20 4LD,South Eastern,5175
259,Dr. DOYLE & PARTNERS                ,PORTAFERRY SURGERY,44 HIGH STREET,"PORTAFERRY, NEWTOWNARDS",BT22 1QT,South Eastern,6389
260,Dr. DOYLE & PARTNERS                ,CHURCH VIEW FAMILY PRACTICE,THE HEALTH CENTRE,NEWTOWNARDS ROAD,BT20 4LD,South Eastern,7737
261,Dr. NEOH & PARTNERS                 ,KILLYNETHER PRACTICE,2A FREDERICK STREET,NEWTOWNARDS,BT23 4LR,South Eastern,6320
264,Dr. KINNEAR                         ,SILVERBIRCH MEDICAL PRACTICE,39A SILVERBIRCH ROAD,BANGOR,BT19 6EU,South Eastern,2696
265,Dr. HYLAND & PARTNERS               ,CHURCHSIDE PRACTICE,1 CHURCH STREET,NEWTOWNARDS,BT23 4FH,South Eastern,6890
271,Dr. GREER & PARTNERS                ,OLD MILL SURGERY,CHURCH STREET,NEWTOWNARDS,BT23 4AS,South Eastern,11425
272,Dr. MITCHELL & PARTNERS             ,THE SQUARE SURGERY,16 A THE SQUARE,COMBER,BT23 5DT,South Eastern,7365
273,Dr. WHITESIDE & PARTNERS            ,COMBER FAMILY PRACTICE,COMBER HEALTH CENTRE,5 NEWTOWNARDS ROAD,BT23 5BA,South Eastern,7844
274,Dr. LOWRY & PARTNERS                ,BLOOMFIELD SURGERY,95 BLOOMFIELD ROAD,BANGOR,BT20 4XA,South Eastern,9966
275,Dr. STOCKMAN & PARTNERS             ,PARK PRACTICE,REGENCY MEDICAL CENTRE,2A FREDERICK STREET,BT23 4LR,South Eastern,5107
276,Dr. HISCOCKS & PARTNERS             ,DONAGHADEE HEALTH CENTRE,3 KILLAUGHEY ROAD,DONAGHADEE,BT21 0BU,South Eastern,10148
278,Dr. YOUNGS & PARTNERS               ,SCRABO VIEW PRACTICE,1 CHURCH STREET,NEWTOWNARDS,BT23 4FH,South Eastern,4312
280,Dr. SIMPSON & PARTNERS              ,ABBEY FAMILY PRACTICE,BANGOR HEALTH CENTRE,NEWTOWNARDS ROAD,BT20 4LD,South Eastern,5659
281,Dr. HOWE & PARTNERS                 ,CLELAND PARK SURGERY,2 CLELAND PARK,BANGOR,BT20 3EB,South Eastern,6837
282,Dr. HUGHES & PARTNERS               ,THE HEALTH CENTRE,FOWLER WAY,"BALLYWALTER, NEWTOWNARDS",BT22 2PY,South Eastern,7092
283,Dr. FERRIS & PARTNERS               ,LOUGH VIEW SURGERY,2 MAIN STREET,"KIRCUBBIN, NEWTOWNARDS",BT22 2SP,South Eastern,5656
285,Dr. GRIMSHAW & PARTNERS             ,GREEN ROAD MEDICAL CENTRE,5 GREEN ROAD,"CONLIG, NEWTOWNARDS",BT23 7PZ,South Eastern,5323
302,Dr. HUEY & PARTNERS                 ,TEMPLEPATRICK SURGERY,80 CASTLETON,TEMPLEPATRICK,BT39 0AZ,Northern,10364
303,Dr. BYRNE & PARTNERS                ,CRUMLIN MEDICAL PRACTICE,1 GLENAVY ROAD,CRUMLIN,BT29 4LA,Northern,8751
304,Dr. BUTLER & PARTNERS               ,MAINE MEDICAL AHOGHILL,THE OLD MEETING HOUSE,2 STRAID RD,BT42 2PB,Northern,5716
307,Dr. FIELD & PARTNERS                ,ANTRIM CASTLE SURGERY,ANTRIM HEALTH CENTRE,32A STATION ROAD,BT41 4BS,Northern,8309
308,Dr. THOMPSON & PARTNERS             ,ORIEL SURGERY,31 ORIEL ROAD,ANTRIM,BT41 4HR,Northern,8099
310,Dr. MCKELVEY & PARTNERS             ,CULLYBACKEY MEDICAL PRACTICE,CULLYBACKEY HEALTH CENTRE,TOBER PARK,BT42 1NW,Northern,6651
313,Dr. RUSSELL & PARTNERS              ,GABLES MEDICAL CENTRE,45 WAVENEY ROAD,BALLYMENA,BT43 5BA,Northern,4100
314,Dr. STEVENSON & PARTNERS            ,BALLYMENA HEALTH & CARE CENTRE,86 CUSHENDALL ROAD,BALLYMENA,BT43 6HB,Northern,11674
315,Dr. BAILIE & PARTNERS               ,MOUNTVIEW SURGERY,BALLYMENA HEALTH & CARE CENTRE,86 CUSHENDALL ROAD,BT43 6HB,Northern,7216
317,Dr. REDMOND & PARTNERS              ,BROUGHSHANE MEDICAL PRACTICE,76 MAIN STREET,BROUGHSHANE,BT42 4JA,Northern,7466
319,Dr. BROWNE & PARTNERS               ,PORTGLENONE HEALTH CENTRE,17 TOWNHILL ROAD,"PORTGLENONE, BALLYMENA",BT44 8AD,Northern,6988
321,Dr. MCQUILLAN & PARTNERS            ,SEVEN TOWERS SURGERY,BALLYMENA HEALTH & CARE CENTRE,86 CUSHENDALL ROAD,BT43 6HB,Northern,4539
323,Dr. BROWN & PARTNERS                ,SMITHFIELD MEDICAL CENTRE,7 SMITHFIELD PLACE,"GALGORM ROAD, BALLYMENA",BT43 5HB,Northern,3400
325,Dr. GREER & PARTNERS                ,KELLS & CONNOR MEDICAL CENTRE,36 CHURCH ROAD,"KELLS, BALLYMENA",BT42 3JU,Northern,3909
326,Dr. MCCULLOUGH & PARTNERS           ,THE FAMILY PRACTICE,ANTRIM HEALTH CENTRE,STATION ROAD,BT41 4BS,Northern,5686
327,Dr. KIDD & PARTNERS                 ,Dr KIDD & Dr COSGROVE,ANTRIM HEALTH CENTRE,STATION ROAD,BT41 4BS,Northern,4038
328,Dr. JOHNSTON & PARTNERS             ,MAINE MEDICAL CULLYBACKEY,"OLD MILL PARK, MAIN STREET","CULLYBACKEY, BALLYMENA",BT42 1GP,Northern,5620
330,Dr. MCKENNA & PARTNERS              ,Dr. MCKENNA & DR McCAULEY,STATION ROAD HEALTH CENTRE,STATION ROAD,BT41 4BS,Northern,4865
333,Dr. JOHNSTON & PARTNERS             ,TOOME SURGERY,"TOOME HOUSE, 55 MAIN STREET","TOOMEBRIDGE, ANTRIM",BT41 3TF,Northern,4651
334,Dr. O'HANLON & PARTNERS             ,RANDALSTOWN MEDICAL PRACTICE,5 NEILLSBROOK ROAD,"RANDALSTOWN, ANTRIM",BT41 3AE,Northern,10325
336,Dr. MCCLEERY & PARTNERS             ,ROSEHALL MEDICAL PRACTICE,2 MALLUSK ROAD,GLENGORMLEY,BT36 4PP,Northern,9962
337,Dr. DAVISON & PARTNERS              ,GLENGORMLEY PRACTICE,324 ANTRIM ROAD,NEWTOWNABBEY,BT36 5EQ,Northern,8886
341,Dr. MAXWELL & PARTNERS              ,RIVERSIDE MEDICAL,CASTLEROCK ROAD,COLERAINE,BT51 3HP,Northern,4779
344,Dr. TRACEY & PARTNERS               ,KILLOWEN MEDICAL CENTRE,CASTLEROCK ROAD,COLERAINE,BT51 3HP,Northern,6385
345,Dr. JOHNSTON & PARTNERS             ,BALLYMONEY FAMILY PRACTICE,BALLYMONEY HEALTH CENTRE,"21B NEWAL ROAD, BALLYMONEY",BT53 6HB,Northern,18859
346,Dr. WALLACE & PARTNERS              ,LODGE HEALTH,20 LODGE MANOR,COLERAINE,BT52 1JX,Northern,9699
349,Dr. HADDEN & PARTNERS               ,THE COUNTRY MEDICAL PRACTICE,122 BALLINLEA ROAD,"ARMOY, BALLYMONEY",BT53 8TY,Northern,6052
350,Dr. JONES & PARTNERS                ,BUSHMILLS MEDICAL CENTRE,6 PRIESTLAND ROAD,BUSHMILLS,BT57 8QP,Northern,3152
351,Dr. BAILIE & PARTNERS               ,PORTRUSH MEDICAL CENTRE,17 DUNLUCE AVENUE,PORTRUSH,BT56 8DW,Northern,7544
352,Dr. CONNOR & PARTNERS               ,GARVAGH HEALTH CENTRE,110 MAIN STREET,"GARVAGH, COLERAINE",BT51 5AE,Northern,6246
354,Dr. HARLEY & PARTNERS               ,PORTSTEWART FAMILY PRACTICE,6 LEVER ROAD,PORTSTEWART,BT55 7EF,Northern,3509
355,Dr. MCGURK & PARTNERS               ,KILREA HEALTH CENTRE,36 GARVAGH ROAD,"KILREA, COLERAINE",BT51 5QP,Northern,7025
356,Dr. MCILMOYLE & PARTNERS            ,MOUNTSANDEL SURGERY,4 MOUNTSANDEL ROAD,COLERAINE,BT52 1JB,Northern,11467
357,Dr. MCSPARRAN & PARTNERS            ,GLENS OF ANTRIM MEDICAL CENTRE,2 GORTACLEE ROAD,"CUSHENDALL, BALLYMENA",BT44 0TE,Northern,6256
358,Dr. WHITE                           ,LIFFOCK SURGERY,69 SEA ROAD,"CASTLEROCK, COLERAINE",BT51 4TW,Northern,2769
360,Dr. HENDERSON & PARTNERS            ,RASHARKIN HEALTH CENTRE,10 MONEYLECK ROAD,"RASHARKIN, BALLYMENA",BT44 8QB,Northern,4677
366,Dr. O'KANE & PARTNERS               ,DALRIADA FAMILY PRACTICE,BALLYCASTLE HEALTH CENTRE,1A COLERAINE ROAD,BT54 6BA,Northern,4310
367,Dr. MCCURDY & PARTNERS              ,THE FROCESS MEDICAL CENTRE,56 MAIN STREET,"CLOUGHMILLS, BALLYMENA",BT44 9LF,Northern,5391
368,Dr. HASSON & PARTNERS               ,BALLYCASTLE MEDICAL PRACTICE,BALLYCASTLE HEALTH CENTRE,1A COLERAINE ROAD,BT54 6BA,Northern,4900
369,Dr. TURKINGTON & PARTNERS           ,PORTSTEWART MEDICAL CENTRE,32 MILL ROAD,PORTSTEWART,BT55 7SW,Northern,4290
382,Dr. GORMAN & PARTNERS               ,MEADOWBRIDGE SURGERY,SLAUGHTERFORD ROAD,"WHITEHEAD, CARRICKFERGUS",BT38 9TG,Northern,9309
385,Dr. KERNOHAN & PARTNERS             ,OLD SCHOOL SURGERY,54 STATION ROAD,"GREENISLAND, CARRICKFERGUS",BT38 8TP,Northern,11752
387,Dr. BAIRD & PARTNERS                ,SCOTCH QUARTER PRACTICE,CARRICKFERGUS HEALTH CENTRE,TAYLORS AVENUE,BT38 7HT,Northern,7417
388,Dr. KIRK & PARTNERS                 ,INVER SURGERY,MOYLE MEDICAL CENTRE,"OLD GLENARM ROAD, LARNE",BT40 1XH,Northern,5481
389,Dr. MCILROY & PARTNERS              ,CORRAN SURGERY,MOYLE MEDICAL CENTRE,"OLD GLENARM ROAD, LARNE",BT40 1XH,Northern,8014
390,Dr. HAMILTON & PARTNERS             ,CASTLE PRACTICE,CARRICKFERGUS HEALTH CENTRE,TAYLORS AVENUE,BT38 7HT,Northern,15081
391,Dr. FERGUSON & PARTNERS             ,VICTORIA SURGERY - LARNE,MOYLE MEDICAL CENTRE,"OLD GLENARM ROAD, LARNE",BT40 1XH,Northern,6041
393,Dr. BLACK & PARTNERS                ,LARNE MEDICAL PRACTICE,LARNE HEALTH CENTRE,GLOUCESTER AVENUE,BT40 1PB,Northern,7951
395,Dr. TOBOLSKA                        ,ROCKFIELD MEDICAL CENTRE,73 DOURY ROAD,BALLYMENA,BT43 6JD,Northern,6181
396,Dr. VERCOE-ROGERS & PARTNERS        ,OLD BANK SURGERY,18 BALLYMONEY ROAD,BALLYMENA,BT43 5BY,Northern,3985
