PracNo,PracticeName,Address1,Address2,Address3,Postcode,LCG,Registered_Patients
33,Dr. RODGERS & PARTNERS              ,WOODSTOCK MEDICAL CENTRE,222 WOODSTOCK ROAD,BELFAST,BT6 9DL,Belfast,5247
37,Dr. MONCRIEFF & PARTNERS            ,CHERRYVALLEY GROUP PRACTICE,CHERRYVALLEY HEALTH CENTRE,KINGS SQUARE,BT5 7BP,Belfast,6707
38,Dr. ABERNETHY                       ,CHERRYVALLEY FAMILY PRACTICE,CHERRYVALLEY HEALTH CENTRE,KINGS SQUARE,BT5 7BP,Belfast,2016
52,Dr. SAVAGE & PARTNER                ,ALBERTVILLE SURGERY,16 MCCANDLESS STREET,CRUMLIN ROAD,BT13 1RU,Belfast,2795
53,Dr. COLGAN                          ,DR COLGAN,FALLS ROAD SURGERY,463 FALLS ROAD,BT12 6DD,Belfast,3265
55,Dr. O'KANE                          ,O'KANE PRACTICE,CRUMLIN ROAD HEALTH CENTRE,94-100 CRUMLIN ROAD,BT14 6AR,Belfast,1173
57,Dr. CAMPBELL & PARTNER              ,MCHUGH - CAMPBELL PRACTICE,MAUREEN SHEEHAN CENTRE BUILD 2,106 ALBERT STREET,BT12 4HL,Belfast,5181
58,Dr. FARNAN & PARTNERS               ,THE GROUP SURGERY,257 NORTH QUEEN STREET,BELFAST,BT15 1HS,Belfast,5892
60,Dr. BURNS & PARTNERS                ,DUNCAIRN MEDICAL PRACTICE,165 DUNCAIRN GARDENS,BELFAST,BT15 2GE,Belfast,3890
61,Dr. CROSSIN & PARTNERS              ,CROSSIN HIGGINS & MCMULLAN,CARRICK HILL MEDICAL CENTRE,1 CARRICK HILL,BT1 2JR,Belfast,9552
62,Dr. GARDINER & PARTNER              ,GARDINER FAMILY PRACTICE,CRUMLIN ROAD HEALTH CENTRE,100 CRUMLIN ROAD,BT14 6AR,Belfast,1304
63,Dr. O'DONNELL & PARTNERS            ,WILLOW MEDICAL PRACTICE,155 ANDERSONSTOWN ROAD,BELFAST,BT11 9EA,Belfast,3019
64,Dr. DONAGHY & PARTNERS              ,DUNVILLE HEALTH CENTRE,309 GROSVENOR ROAD,BELFAST,BT12 4LP,Belfast,4253
66,Dr. DURKAN & PARTNERS               ,PARKSIDE SURGERY,GROVE WELLBEING CENTRE,120 YORK ROAD,BT15 3HF,Belfast,7007
68,Dr. CARDWELL & PARTNERS             ,SHANKILL SURGERY,136-138 SHANKILL ROAD,BELFAST,BT13 2BD,Belfast,2587
69,Dr. TAN & PARTNER                   ,FLAX MEDICAL CENTRE,FLAX CENTRE,ARDOYNE AVENUE,BT14 7DA,Belfast,3028
70,Dr. CHAMBERS & PARTNERS             ,BALLYSILLAN GROUP PRACTICE,156-158 BALLYSILLAN ROAD,BELFAST,BT14 7QR,Belfast,5620
71,Dr. LEAVY & PARTNERS                ,SPRINGVALE MEDICAL PRACTICE,463 SPRINGFIELD ROAD,BELFAST,BT12 7DP,Belfast,6546
72,Dr. AGAHI & PARTNERS                ,MOUNTAINVIEW SURGERY,585 CRUMLIN ROAD,BELFAST,BT14 7GB,Belfast,1997
73,Dr. CLULOW & PARTNERS               ,CRUMLIN ROAD FAMILY PRACTICE,CRUMLIN ROAD HEALTH CENTRE,94-100 CRUMLIN ROAD,BT14 6AR,Belfast,2132
74,Dr. BEATTIE & PARTNER               ,NORTHGATE FAMILY PRACTICE,36 DUNCAIRN GARDENS,BELFAST,BT15 2GH,Belfast,2704
75,Dr. MCCLOSKEY & PARTNERS            ,GROSVENOR ROAD SURGERY,216 GROSVENOR ROAD,BELFAST,BT12 5LT,Belfast,9820
79,Dr. LOGAN & PARTNERS                ,SPRINGFIELD ROAD SURGERY,70 SPRINGFIELD ROAD,BELFAST,BT12 7AH,Belfast,9091
80,Dr. CONWAY & PARTNERS               ,OLDPARK GROUP PRACTICE,460 OLDPARK ROAD,BELFAST,BT14 6QG,Belfast,4822
81,Dr. MCHUGH & PARTNERS               ,SPRINGFIELD MEDICAL CENTRE,44-46 SPRINGFIELD ROAD,BELFAST,BT12 7AH,Belfast,7063
83,Dr. THORNTON & PARTNERS             ,GROVE MEDICAL PRACTICE,GROVE WELL BEING CENTRE,120 YORK ROAD,BT15 3HF,Belfast,5396
84,Dr. SALTERS & PARTNERS              ,Dr. SALTERS & PARTNERS,FALLS ROAD SURGERY,186 FALLS ROAD,BT12 6AG,Belfast,3697
85,Dr. MCMAHON & PARTNERS              ,ANTRIM ROAD MEDICAL CENTRE,515 ANTRIM ROAD,BELFAST,BT15 3BS,Belfast,5499
86,Dr. HARKIN & PARTNERS               ,SALISBURY MEDICAL CENTRE,474 ANTRIM ROAD,BELFAST,BT15 5GF,Belfast,11016
92,Dr. MCFERRAN & PARTNERS             ,Drs McFERRAN & PARTNERS,BALLYOWEN HEALTH CENTRE,179 ANDERSONSTOWN ROAD,BT11 9EA,Belfast,5125
93,Dr. CLARKE & PARTNERS               ,CLIFTONVILLE MEDICAL PRACTICE,61 CLIFTONVILLE ROAD,BELFAST,BT14 6JN,Belfast,5678
94,Dr. CUMMINGS                        ,FALLS FAMILY DOCTORS,115 FALLS ROAD,BELFAST,BT12 6AA,Belfast,7112
96,Dr. MAGENIS & PARTNERS              ,MALVERN FAMILY PRACTICE,CORNERSTONE MEDICAL CENTRE,69 SHANKILL ROAD,BT13 1FD,Belfast,5192
98,Dr. GILMORE & PARTNERS              ,LIGONIEL HEALTH CENTRE,74A LIGONIEL ROAD,BELFAST,BT14 8BY,Belfast,4046
101,Dr. KELLY & PARTNERS                ,Vere Foster Medical Group,132-136 Sandy Row,BELFAST,BT12 5EY,Belfast,4222
103,Dr. MAGUIRE & PARTNERS              ,CLIFTON STREET SURGERY,15/17 CLIFTON STREET,BELFAST,BT13 1AD,Belfast,8844
104,Dr. HUTCHINSON & PARTNERS           ,BALLYGOMARTIN GROUP PRACTICE,17 BALLYGOMARTIN ROAD,BELFAST,BT13 3BW,Belfast,7916
105,Dr. DOGGART & PARTNERS              ,CHURCH VIEW MEDICAL PRACTICE,CORNERSTONE MEDICAL CENTRE,69 SHANKILL ROAD,BT13 1FD,Belfast,5144
111,Dr. MCKENNA                         ,DR MCKENNA'S PRACTICE,2 THAMES STREET,BELFAST,BT12 6AP,Belfast,3016
113,Dr. DUGAN & PARTNER                 ,DR DUGAN'S SURGERY,173 ANDERSTOWNSTOWN ROAD,BELFAST,BT11 9EA,Belfast,4385
114,Dr. BONNAR & PARTNERS               ,HILLHEAD FAMILY PRACTICE,33 STEWARTSTOWN ROAD,BELFAST,BT11 9FZ,Belfast,7234
116,Dr. DORAN & PARTNERS                ,CROCUS STREET SURGERY,1 CROCUS STREET,BELFAST,BT12 7AP,Belfast,4423
132,Dr. MCGLADE & PARTNERS              ,DUNLUCE FAMILY PRACTICE,1 DUNLUCE AVENUE,BELFAST,BT9 7HR,Belfast,6055
136,Dr. HAIGNEY & PARTNERS              ,MOUNT ORIEL MEDICAL PRACTICE,KNOCKBREDA WTC,110 SAINTFIELD ROAD,BT8 6GR,Belfast,8057
140,Dr. LOGAN & PARTNERS                ,ELMWOOD MEDICAL PRACTICE,DUNLUCE HEALTH CENTRE,1 DUNLUCE AVENUE,BT9 7HR,Belfast,8796
143,Dr. SHERWOOD & PARTNERS             ,THE ROWAN TREE FAMILY PRACTICE,DUNLUCE HEALTH CENTRE,1 DUNLUCE AVENUE,BT9 7HR,Belfast,5851
145,Dr. KILLINER & PARTNERS             ,KENSINGTON GROUP PRACTICE,KENSINGTON MEDICAL CENTRE,15A DONEGALL ROAD,BT12 5JJ,Belfast,9109
146,Dr. HUGHES                          ,BALMORAL SURGERY,436 LISBURN ROAD,BELFAST,BT9 6GR,Belfast,4227
147,Dr. GRACEY & PARTNERS               ,ORMEAU PARK SURGERY,281 ORMEAU ROAD,BELFAST,BT7 3GG,Belfast,7377
148,Dr. TONER & PARTNERS                ,SOUTH EAST FAMILY PRACTICE,370/372 CREGAGH ROAD,BELFAST,BT6 9EY,Belfast,8861
151,Dr. ROWNEY & PARTNERS               ,THE IRWIN PRACTICE,FINAGHY HEALTH CENTRE,13/25 FINAGHY ROAD SOUTH,BT10 0BX,Belfast,13339
153,Dr. DIAMOND & PARTNERS              ,ORMEAU ROAD HEALTH CENTRE,120 ORMEAU ROAD,BELFAST,BT7 2EB,Belfast,9767
154,Dr. MCCAULEY & PARTNERS             ,UNIVERSITY STREET SURGERY,142 - 144 UNIVERSITY STREET,BELFAST,BT7 1HH,Belfast,5320
156,Dr. COLTON & PARTNERS               ,Dr. CHAKRAVARTY & PARTNERS,BALLYOWEN HEALTH CENTRE,179 ANDERSONSTOWN ROAD,BT11 9EA,Belfast,9254
157,Dr. FAIR & PARTNERS                 ,UNIVERSITY HEALTH CENTRE QUB,ELMWOOD MANSE,"7 UNIVERSITY TERRACE, BELFAST",BT7 1NP,Belfast,10209
159,Dr. BELL & PARTNERS                 ,ARDMORE MEDICAL CENTRE,485 ORMEAU ROAD,BELFAST,BT7 3GR,Belfast,5871
164,Dr. MURDOCK & PARTNER               ,CREGAGH SURGERY,36 MONTGOMERY ROAD,BELFAST,BT6 9HL,Belfast,3723
165,Dr. MCCORMACK & PARTNERS            ,NORTH PARADE MEDICAL CENTRE,6 NORTH PARADE,BELFAST,BT7 2GG,Belfast,9093
166,Dr. CULLEN                          ,BOTANIC MEDICAL CENTRE,51 BOTANIC AVENUE,BELFAST,BT7 1JL,Belfast,3637
191,Dr. SANDS & PARTNERS                ,THE MONTALTO MEDICAL CENTRE,2 DROMORE ROAD,BALLYNAHINCH,BT24 8AY,South Eastern,9816
192,Dr. MCGILL & PARTNERS               ,KILLYLEAGH SURGERY,14 DOWNPATRICK ROAD,KILLYLEAGH,BT30 9RG,South Eastern,4935
193,Dr. GREER & PARTNERS                ,DUNDRUM AND CLOUGH SURGERY,1 CASTLEWELLAN ROAD,CLOUGH,BT30 8RD,South Eastern,10869
194,Dr. HYLAND & PARTNER                ,DR HYLAND & PARTNER,CAUSEWAY SURGERY,CAUSEWAY PLACE,BT33 0DN,South Eastern,2168
195,Dr. GILPIN & PARTNER                ,DR GILPIN'S SURGERY,CAUSEWAY SURGERY,2 CAUSEWAY PLACE,BT33 0DN,South Eastern,1813
196,Dr. MURPHY & PARTNERS               ,ARDGLASS SURGERY,THE HEALTH CENTRE,DOWNPATRICK ROAD,BT30 7SF,South Eastern,3336
198,Dr. ROSS & PARTNERS                 ,SAINTFIELD HEALTH CENTRE,FAIRVIEW,SAINTFIELD,BT24 7AD,South Eastern,9557
201,Dr. LEGGETT & PARTNERS              ,DONARD FAMILY PRACTICE,56 MAIN STREET,"NEWCASTLE, CO DOWN",BT33 0AE,South Eastern,12024
202,Dr. SMALL & PARTNERS                ,STRUELL SURGERY,2 Struell Wells Road,DOWNPATRICK,BT30 6RL,South Eastern,4084
204,Dr. BOYLE & PARTNERS                ,THE GREEN SURGERY,12 THE GREEN,IRISH STREET,BT30 6BE,South Eastern,5084
205,Dr. TRAINOR & PARTNERS              ,CROSSGAR SURGERY,JAMES STREET,"CROSSGAR, DOWNPATRICK",BT30 9JU,South Eastern,4522
206,Dr. SHEVLIN & PARTNERS              ,DOWN HC,GP & PRIMARY CARE CENTRE,"1ST FLOOR, DOWN HOSPITAL",BT30 6RL,South Eastern,5097
207,Dr. CREANEY & PARTNERS              ,STREAM STREET SURGERY,40 STREAM STREET,DOWNPATRICK,BT30 6DE,South Eastern,5103
221,Dr. HALL & PARTNERS                 ,HILLSBOROUGH MEDICAL PRACTICE,HEALTH CENTRE,BALLYNAHINCH ST,BT26 6AW,South Eastern,10542
222,Dr. DEVLIN & PARTNERS               ,WOODBROOKE MEDICAL PRACTICE,STEWARTSTOWN ROAD,DUNMURRY BELFAST,BT17 0FB,South Eastern,9421
223,Dr. CUPPLES & PARTNERS              ,LISBURN CITY PRACTICE,THE HEALTH CENTRE,LINENHALL STREET,BT28 1LU,South Eastern,5816
224,Dr. CAIRNS & PARTNERS               ,Dr CAIRNS & PARTNERS,LISBURN HEALTH CENTRE,LINENHALL STREET,BT28 1LU,South Eastern,7593
226,Dr. UREY & PARTNERS                 ,DROMARA SURGERY,BEGNEY HILL ROAD,DROMARA,BT25 2AT,South Eastern,8565
227,Dr. O'KANE & PARTNERS               ,LINENHALL MEDICAL PRACTICE,LISBURN HEALTH CENTRE,LINENHALL STREET,BT28 1LU,South Eastern,12517
228,Dr. ADAMS & PARTNER                 ,LAGANVIEW MEDICAL PRACTICE,"LISBURN HEALTH CENTRE,",LINENHALL STREET,BT28 1LU,South Eastern,4413
229,Dr. RUDDELL & PARTNERS              ,Dr. RUDDELL & PARTNERS,LISBURN HEALTH CENTRE,LINENHALL STREET,BT28 1LU,South Eastern,9071
230,Dr. RYAN & PARTNERS                 ,DR RYAN & PARTNERS,LISBURN HEALTH CENTRE,LINENHALL STREET,BT28 1LU,South Eastern,5128
231,Dr. PALMER & PARTNERS               ,Dr. PALMER & PARTNERS,LISBURN HEALTH CENTRE,LINENHALL STREET,BT28 1LU,South Eastern,9702
232,Dr. DICK & PARTNERS                 ,THE HILL MEDICAL GROUP PRAC,192 KINGSWAY,DUNMURRY,BT17 9AL,South Eastern,8217
233,Dr. GALLAGHER & PARTNERS            ,GLENAVY FAMILY PRACTICE,47 MAIN STREET,"GLENAVY, CRUMLIN",BT29 4LN,South Eastern,4475
252,Dr. LAWSON & PARTNERS               ,PRIORY SURGERY,26 HIGH STREET,HOLYWOOD,BT18 9AD,South Eastern,13941
253,Dr. REID & PARTNERS                 ,REDWOOD SURGERY,THE HEALTH CENTRE,NEWTOWNARDS ROAD,BT20 4LD,South Eastern,8183
254,Dr. MARSHALL & PARTNER              ,LISBANE MEDICAL CENTRE,24 LISBARNETT ROAD,LISBANE,BT23 6AW,South Eastern,4348
255,Dr. KENNY & PARTNERS                ,DR MILLIKEN & PARTNERS,BANGOR HEALTH CENTRE,NEWTOWNARDS ROAD,BT20 4LD,South Eastern,5374
256,Dr. CRAIG & PARTNER                 ,ASHLEY MEDICAL CENTRE,140 GROOMSPORT ROAD,BANGOR,BT20 5PE,South Eastern,5860
257,Dr. GOLDRING & PARTNERS             ,BROOK STREET SURGERY,BROOK STREET,HOLYWOOD,BT18 9DA,South Eastern,8894
258,Dr. MANSON & PARTNERS               ,CASTLE PARK PRACTICE,BANGOR HEALTH CENTRE,NEWTOWNARDS ROAD,BT20 4LD,South Eastern,4899
259,Dr. DOYLE & PARTNERS                ,PORTAFERRY SURGERY,44 HIGH STREET,"PORTAFERRY, NEWTOWNARDS",BT22 1QT,South Eastern,6390
260,Dr. DORAN & PARTNERS                ,CHURCH VIEW FAMILY PRACTICE,THE HEALTH CENTRE,NEWTOWNARDS ROAD,BT20 4LD,South Eastern,7482
261,Dr. NEOH & PARTNERS                 ,KILLYNETHER PRACTICE,2A FREDERICK STREET,NEWTOWNARDS,BT23 4LR,South Eastern,5989
264,Dr. KINNEAR & PARTNER               ,SILVERBIRCH MEDICAL PRACTICE,39A SILVERBIRCH ROAD,BANGOR,BT19 6EU,South Eastern,2743
265,Dr. HYLAND & PARTNERS               ,THE SURGERY NEWTOWNARDS,1 CHURCH STREET,NEWTOWNARDS,BT23 4FH,South Eastern,7106
271,Dr. GREER & PARTNERS                ,OLD MILL SURGERY,CHURCH STREET,NEWTOWNARDS,BT23 4AS,South Eastern,11251
272,Dr. MCKEOWN & PARTNERS              ,THE SQUARE SURGERY,16 A THE SQUARE,COMBER,BT23 5DT,South Eastern,7044
273,Dr. WHITESIDE & PARTNERS            ,COMBER FAMILY PRACTICE,COMBER HEALTH CENTRE,5 NEWTOWNARDS ROAD,BT23 5BA,South Eastern,7754
274,Dr. MCNUTT & PARTNERS               ,BLOOMFIELD SURGERY,95 BLOOMFIELD ROAD,BANGOR,BT20 4XA,South Eastern,10331
275,Dr. WEBB & PARTNERS                 ,DR WEBB & PARTNERS,REGENCY MEDICAL CENTRE,2A FREDERICK STREET,BT23 4LR,South Eastern,4990
276,Dr. HISCOCKS & PARTNERS             ,DONAGHADEE HEALTH CENTRE,3 KILLAUGHEY ROAD,DONAGHADEE,BT21 0BU,South Eastern,9495
278,Dr. MCCANCE & PARTNERS              ,"THE SURGERY, NEWTOWNARDS",1 CHURCH STREET,NEWTOWNARDS,BT23 4FH,South Eastern,4385
280,Dr. SIMPSON & PARTNERS              ,ABBEY FAMILY PRACTICE,BANGOR HEALTH CENTRE,NEWTOWNARDS ROAD,BT20 4LD,South Eastern,5391
281,Dr. ABRAHAM & PARTNERS              ,CLELAND PARK SURGERY,2 CLELAND PARK,BANGOR,BT20 3EB,South Eastern,6287
282,Dr. HUGHES & PARTNERS               ,THE HEALTH CENTRE,FOWLER WAY,"BALLYWALTER, NEWTOWNARDS",BT22 2PY,South Eastern,6491
283,Dr. FERRIS & PARTNERS               ,LOUGH VIEW SURGERY,2 MAIN STREET,"KIRCUBBIN, NEWTOWNARDS",BT22 2SP,South Eastern,5742
285,Dr. JACKSON & PARTNERS              ,GREEN ROAD MEDICAL CENTRE,5 GREEN ROAD,"CONLIG, NEWTOWNARDS",BT23 7PZ,South Eastern,4726
302,Dr. HUEY & PARTNERS                 ,TEMPLEPATRICK SURGERY,80 CASTLETON,TEMPLEPATRICK,BT39 0AZ,Northern,9756
303,Dr. HYNDMAN & PARTNERS              ,CRUMLIN MEDICAL PRACTICE,1 GLENAVY ROAD,CRUMLIN,BT29 4LA,Northern,8383
304,Dr. BUTLER & PARTNERS               ,MAINE MEDICAL AHOGHILL,THE OLD MEETING HOUSE,2 STRAID RD,BT42 2PB,Northern,5272
305,Dr. DICK & PARTNERS                 ,BERNAGHMORE MEDICAL PRACTICE,BALLYMENA HEALTH & CARE CENTRE,86 CUSHENDALL ROAD,BT43 6HB,Northern,3840
307,Dr. FIELD & PARTNERS                ,ANTRIM CASTLE SURGERY,ANTRIM HEALTH CENTRE,32A STATION ROAD,BT41 4BS,Northern,8014
308,Dr. HUNTER & PARTNERS               ,ORIEL SURGERY,31 ORIEL ROAD,ANTRIM,BT41 4HR,Northern,6788
310,Dr. HUNTER & PARTNERS               ,CULLYBACKEY MEDICAL PRACTICE,CULLYBACKEY HEALTH CENTRE,TOBER PARK,BT42 1NW,Northern,7446
311,Dr. JOHNSTON & PARTNERS             ,GALGORM SURGERY,77 GALGORM ROAD,BALLYMENA,BT42 1AA,Northern,2476
312,Dr. HALL & PARTNER                  ,SLEMISH VIEW MEDICAL PRACTICE,BALLYMENA HEALTH & CARE CENTRE,86 CUSHENDALL ROAD,BT43 6HB,Northern,2460
313,Dr. RUSSELL & PARTNERS              ,GABLES MEDICAL CENTRE,45 WAVENEY ROAD,BALLYMENA,BT43 5BA,Northern,4042
314,Dr. DUNDEE & PARTNERS               ,WAVENEY MEDICAL PRACTICE,BALLYMENA HEALTH & CARE CENTRE,86 CUSHENDALL ROAD,BT43 6HB,Northern,4719
315,Dr. LOUGHREY & PARTNER              ,BALLYMENA FAMILY PRACTICE,BALLYMENA HEALTH & CARE CENTRE,86 CUSHENDALL ROAD,BT43 6HB,Northern,3297
317,Dr. REDMOND & PARTNERS              ,BROUGHSHANE MEDICAL PRACTICE,76 MAIN STREET,BROUGHSHANE,BT42 4JA,Northern,7086
319,Dr. MCCUSKER & PARTNERS             ,PORTGLENONE HEALTH CENTRE,17 TOWNHILL ROAD,"PORTGLENONE, BALLYMENA",BT44 8AD,Northern,6719
321,Dr. MCQUILLAN & PARTNERS            ,SEVEN TOWERS SURGERY,BALLYMENA HEALTH & CARE CENTRE,86 CUSHENDALL ROAD,BT43 6HB,Northern,4409
323,Dr. BROWN & PARTNER                 ,SMITHFIELD MEDICAL CENTRE,7 SMITHFIELD PLACE,"GALGORM ROAD, BALLYMENA",BT43 5HB,Northern,2903
325,Dr. BILL & PARTNERS                 ,KELLS & CONNOR MEDICAL CENTRE,36 CHURCH ROAD,"KELLS, BALLYMENA",BT42 3JU,Northern,3963
326,Dr. MCCUSKER & PARTNERS             ,THE FAMILY PRACTICE,ANTRIM HEALTH CENTRE,STATION ROAD,BT41 4BS,Northern,5693
327,Dr. KIDD & PARTNERS                 ,Dr KIDD & Dr COSGROVE,ANTRIM HEALTH CENTRE,STATION ROAD,BT41 4BS,Northern,3687
328,Dr. JOHNSTON & PARTNERS             ,MAINE MEDICAL CULLYBACKEY,"OLD MILL PARK, MAIN STREET","CULLYBACKEY, BALLYMENA",BT42 1GP,Northern,5105
330,Dr. MCKENNA & PARTNERS              ,Dr. MCKENNA & DR McCAULEY,STATION ROAD HEALTH CENTRE,STATION ROAD,BT41 4BS,Northern,4873
331,Dr. KHANNA & PARTNERS               ,BRAID FAMILY PRACTICE,BALLYMENA HEALTH & CARE CENTRE,"86 CUSHENDALL ROAD, BALLYMENA",BT43 6HB,Northern,4351
333,Dr. JOHNSTON & PARTNER              ,TOOME SURGERY,"TOOME HOUSE, 55 MAIN STREET","TOOMEBRIDGE, ANTRIM",BT41 3TF,Northern,3946
334,Dr. O'HANLON & PARTNERS             ,RANDALSTOWN MEDICAL PRACTICE,5 NEILLSBROOK ROAD,"RANDALSTOWN, ANTRIM",BT41 3AE,Northern,10413
336,Dr. MCCLEERY & PARTNERS             ,ROSEHALL MEDICAL PRACTICE,2 MALLUSK ROAD,GLENGORMLEY,BT36 4PP,Northern,9477
337,Dr. DAVISON & PARTNERS              ,GLENGORMLEY PRACTICE,324 ANTRIM ROAD,NEWTOWNABBEY,BT36 5EQ,Northern,8950
341,Dr. MAXWELL & PARTNERS              ,RIVERSIDE MEDICAL,CASTLEROCK ROAD,COLERAINE,BT51 3HP,Northern,4765
344,Dr. TRACEY & PARTNERS               ,KILLOWEN MEDICAL CENTRE,CASTLEROCK ROAD,COLERAINE,BT51 3HP,Northern,6018
345,Dr. JOHNSTON & PARTNERS             ,BALLYMONEY FAMILY PRACTICE,BALLYMONEY HEALTH CENTRE,"21B NEWAL ROAD, BALLYMONEY",BT53 6HB,Northern,12922
346,Dr. WALLACE & PARTNERS              ,LODGE HEALTH,20 LODGE MANOR,COLERAINE,BT52 1JX,Northern,9851
349,Dr. STERNE & PARTNERS               ,THE COUNTRY MEDICAL PRACTICE,122 BALLINLEA ROAD,"ARMOY, BALLYMONEY",BT53 8TY,Northern,6173
350,Dr. JONES & PARTNERS                ,BUSHMILLS MEDICAL CENTRE,6 PRIESTLAND ROAD,BUSHMILLS,BT57 8QP,Northern,3067
351,Dr. BAILIE & PARTNERS               ,PORTRUSH MEDICAL CENTRE,17 DUNLUCE AVENUE,PORTRUSH,BT56 8DW,Northern,7508
352,Dr. CONNOR & PARTNERS               ,GARVAGH HEALTH CENTRE,110 MAIN STREET,"GARVAGH, COLERAINE",BT51 5AE,Northern,6157
354,Dr. HARLEY & PARTNERS               ,PORTSTEWART FAMILY PRACTICE,6 LEVER ROAD,PORTSTEWART,BT55 7EF,Northern,3416
355,Dr. MCCORMACK & PARTNERS            ,KILREA HEALTH CENTRE,36 GARVAGH ROAD,"KILREA, COLERAINE",BT51 5QP,Northern,6840
356,Dr. BONNAR & PARTNERS               ,MOUNTSANDEL SURGERY,4 MOUNTSANDEL ROAD,COLERAINE,BT52 1JB,Northern,11339
357,Dr. MCSPARRAN & PARTNERS            ,GLENS OF ANTRIM MEDICAL CENTRE,2 GORTACLEE ROAD,"CUSHENDALL, BALLYMENA",BT44 0TE,Northern,6384
358,Dr. WHITE                           ,LIFFOCK SURGERY,69 SEA ROAD,"CASTLEROCK, COLERAINE",BT51 4TW,Northern,2821
360,Dr. HENDERSON & PARTNERS            ,RASHARKIN HEALTH CENTRE,10 MONEYLECK ROAD,"RASHARKIN, BALLYMENA",BT44 8QB,Northern,4467
361,Dr. FANNIN & PARTNERS               ,"Drs FANNIN, HUTCHINSON & BOYD",BALLYMONEY HEALTH CENTRE,ROBINSON MEMORIAL HOSPITAL,BT53 6HH,Northern,5448
366,Dr. MCLISTER & PARTNERS             ,DALRIADA FAMILY PRACTICE,BALLYCASTLE HEALTH CENTRE,1A COLERAINE ROAD,BT54 6BA,Northern,4188
367,Dr. MCCURDY & PARTNERS              ,THE FROCESS MEDICAL CENTRE,56 MAIN STREET,"CLOUGHMILLS, BALLYMENA",BT44 9LF,Northern,4980
368,Dr. HEGARTY & PARTNERS              ,BALLYCASTLE MEDICAL PRACTICE,BALLYCASTLE HEALTH CENTRE,1A COLERAINE ROAD,BT54 6BA,Northern,4872
369,Dr. TOPPING & PARTNERS              ,PORTSTEWART MEDICAL CENTRE,32 MILL ROAD,PORTSTEWART,BT55 7SW,Northern,4242
382,Dr. GORMAN & PARTNERS               ,MEADOWBRIDGE SURGERY,SLAUGHTERFORD ROAD,"WHITEHEAD, CARRICKFERGUS",BT38 9TG,Northern,9093
